player_name,team_name,match_no,tackles,recoveries,gk_saves
Leandro Trossard,Belgium,81,0,8,0
Leandro Trossard,Belgium,94,1,6,0
Leandro Trossard,Belgium,98,0,0,0
Lee Tae-seok,South Korea,2,1,5,0
Lee Tae-seok,South Korea,54,3,1,0
Lenny Joseph,Haiti,7,0,1,0
Lenny Joseph,Haiti,31,0,1,0
Lenny Joseph,Haiti,51,0,2,0
Leo Østigård,Norway,18,0,1,0
Leo Østigård,Norway,43,1,0,0
Leo Østigård,Norway,61,2,5,0
Leo Østigård,Norway,91,0,0,0
Leo Østigård,Norway,99,0,1,0
Leon Goretzka,Germany,9,0,1,0
Leon Goretzka,Germany,34,1,0,0
Leon Goretzka,Germany,75,1,4,0
Leroy Sane,Germany,9,2,5,0
Leroy Sane,Germany,34,1,3,0
Leroy Sane,Germany,56,2,1,0
Leroy Sane,Germany,75,1,4,0
Lewis Ferguson,Scotland,7,1,4,0
Lewis Ferguson,Scotland,30,7,4,0
Lewis Ferguson,Scotland,52,4,3,0
Liam Millar,Canada,3,2,1,0
Liam Millar,Canada,50,0,1,0
Liam Millar,Canada,73,2,3,0
Liberato Cacace,New Zealand,16,2,4,0
Liberato Cacace,New Zealand,40,1,3,0
Liberato Cacace,New Zealand,66,2,4,0
Lionel Messi,Argentina,19,2,3,0
Lionel Messi,Argentina,41,2,5,0
Lionel Messi,Argentina,72,0,0,0
Lionel Messi,Argentina,87,1,1,0
Lionel Messi,Argentina,95,1,2,0
Lionel Messi,Argentina,100,3,5,0
Lionel Messi,Argentina,102,1,2,0
Lionel Messi,Argentina,104,1,1,0
Lionel Mpasi Nzau,DR Congo,21,0,7,0
Lionel Mpasi Nzau,DR Congo,48,0,6,8
Lionel Mpasi Nzau,DR Congo,70,0,6,1
Lionel Mpasi Nzau,DR Congo,80,0,7,5
Lisandro Martínez,Argentina,19,2,3,0
Lisandro Martínez,Argentina,41,1,3,0
Lisandro Martínez,Argentina,87,0,4,0
Lisandro Martínez,Argentina,95,4,1,0
Lisandro Martínez,Argentina,100,4,3,0
Lisandro Martínez,Argentina,102,0,1,0
Lisandro Martínez,Argentina,104,1,2,0
Livano Comenencia,Curaçao,9,0,5,0
Livano Comenencia,Curaçao,35,0,1,0
Livano Comenencia,Curaçao,55,2,4,0
Logan Costa,Cape Verde,13,0,1,0
Louicius Don Deedson,Haiti,7,0,2,0
Louicius Don Deedson,Haiti,31,0,0,0
Louicius Don Deedson,Haiti,51,0,1,0
Luc De Fougerolles,Canada,3,3,2,0
Luc De Fougerolles,Canada,27,0,3,0
Luc De Fougerolles,Canada,50,2,3,0
Luc De Fougerolles,Canada,73,3,3,0
Luc De Fougerolles,Canada,89,0,2,0
Luca Jaquez,Switzerland,26,0,0,0
Luca Jaquez,Switzerland,50,2,0,0
Luca Zidane,Algeria,19,0,3,3
Luca Zidane,Algeria,44,0,12,3
Luca Zidane,Algeria,85,0,5,2
Lucas Bergvall,Sweden,12,1,1,0
Lucas Bergvall,Sweden,33,1,2,0
Lucas Bergvall,Sweden,57,0,3,0
Lucas Bergvall,Sweden,78,1,5,0
Lucas Digne,France,42,0,4,0
Lucas Digne,France,78,1,2,0
Lucas Digne,France,90,3,4,0
Lucas Digne,France,97,1,2,0
Lucas Digne,France,101,0,2,0
Lucas Digne,France,103,0,2,0
Lucas Herrington,Australia,59,2,5,0
Lucas Herrington,Australia,86,0,2,0
Lucas Mendes,Qatar,27,1,0,0
Lucas Paqueta,Brazil,6,4,3,0
Lucas Paqueta,Brazil,31,1,9,0
Lucas Paqueta,Brazil,52,1,6,0
Lucas Paqueta,Brazil,74,2,3,0
Luis Chavez,Mexico,1,2,0,0
Luis Díaz,Colombia,24,0,4,0
Luis Díaz,Colombia,48,1,6,0
Luis Díaz,Colombia,69,0,2,0
Luis Díaz,Colombia,88,0,2,0
Luis Díaz,Colombia,96,1,3,0
Luis Javier Suárez,Colombia,24,1,0,0
Luis Javier Suárez,Colombia,48,0,1,0
Luis Javier Suárez,Colombia,69,0,1,0
Luis Javier Suárez,Colombia,88,3,1,0
Luis Javier Suárez,Colombia,96,0,1,0
Luis Romo,Mexico,28,4,3,0
Luis Romo,Mexico,53,1,3,0
Luis Romo,Mexico,79,1,2,0
Luis Romo,Mexico,92,0,1,0
Luiz Henrique,Brazil,6,0,2,0
Luka Modrić,Croatia,22,0,1,0
Luka Modrić,Croatia,47,2,4,0
Luka Modrić,Croatia,67,2,2,0
Luka Modrić,Croatia,84,3,8,0
Luka Sučić,Croatia,47,1,0,0
Luka Vušković,Croatia,22,0,6,0
Lukas Cerv,Czechia,25,1,2,0
Lukas Cerv,Czechia,53,3,2,0
Lukas Provod,Czechia,2,2,1,0
Lukas Provod,Czechia,25,1,0,0
Lukas Provod,Czechia,53,0,1,0
Lyle Foster,South Africa,1,0,0,0
Lyndon Dykes,Scotland,7,0,0,0
Lyndon Dykes,Scotland,30,1,1,0
Maghnes Akliouche,France,42,1,0,0
Mahdi Torabi,Iran,38,2,4,0
Mahmoud Al-Mardi,Jordan,20,1,2,0
Mahmoud Al-Mardi,Jordan,44,0,3,0
Mahmoud Al-Mardi,Jordan,72,0,0,0
Mahmoud Saber,Egypt,65,0,2,0
Mahmoud Saber,Egypt,86,0,0,0
Mahmoud Trezeguet,Egypt,40,0,3,0
Mahmoud Trezeguet,Egypt,65,0,6,0
Mahmoud Trezeguet,Egypt,86,0,1,0
Mahmoud Trezeguet,Egypt,95,0,1,0
Mahmud Abunad,Qatar,5,0,8,5
Mahmud Abunad,Qatar,27,0,8,4
Mahmud Abunad,Qatar,49,0,4,3
Malick Thiaw,Germany,56,2,3,0
Malick Thiaw,Germany,75,0,1,0
Malik Tillman,USA,4,0,7,0
Malik Tillman,USA,29,3,5,0
Malik Tillman,USA,60,0,0,0
Malik Tillman,USA,82,3,6,0
Malik Tillman,USA,94,2,4,0
Malo Gusto,France,42,0,0,0
Malo Gusto,France,61,0,0,0
Malo Gusto,France,78,1,0,0
Malo Gusto,France,97,1,1,0
Malo Gusto,France,103,3,6,0
Manaf Younis,Iraq,62,1,1,0
Manu Koné,France,42,3,6,0
Manu Koné,France,61,2,5,0
Manu Koné,France,90,1,4,0
Manu Koné,France,97,1,6,0
Manu Koné,France,101,0,4,0
Manuel Akanji,Switzerland,5,1,6,0
Manuel Akanji,Switzerland,26,3,5,0
Manuel Akanji,Switzerland,50,2,2,0
Manuel Akanji,Switzerland,85,1,3,0
Manuel Akanji,Switzerland,96,1,4,0
Manuel Akanji,Switzerland,100,1,5,0
Manuel Neuer,Germany,9,0,3,1
Manuel Neuer,Germany,34,0,8,1
Manuel Neuer,Germany,56,0,14,1
Manuel Neuer,Germany,75,0,18,2
Manuel Ugarte,Uruguay,15,0,6,0
Manuel Ugarte,Uruguay,39,0,2,0
Manuel Ugarte,Uruguay,64,3,2,0
Marc Cucurella,Spain,13,1,0,0
Marc Cucurella,Spain,37,0,2,0
Marc Cucurella,Spain,64,1,3,0
Marc Cucurella,Spain,83,0,4,0
Marc Cucurella,Spain,93,0,5,0
Marc Cucurella,Spain,98,1,2,0
Marc Cucurella,Spain,101,4,4,0
Marc Cucurella,Spain,104,1,5,0
Marc Guéhi,England,22,0,1,0
Marc Guéhi,England,46,0,2,0
Marc Guéhi,England,68,0,5,0
Marc Guéhi,England,80,0,3,0
Marc Guéhi,England,92,0,4,0
Marc Guéhi,England,99,0,1,0
Marc Guéhi,England,102,0,6,0
Marc Guéhi,England,103,2,1,0
Marc Pubill,Spain,83,0,0,0
Marcel Sabitzer,Austria,20,1,6,0
Marcel Sabitzer,Austria,41,1,3,0
Marcel Sabitzer,Austria,71,2,3,0
Marcel Sabitzer,Austria,83,1,2,0
Marco Friedl,Austria,41,0,1,0
Marco Pašalić,Croatia,22,1,2,0
Marco Pašalić,Croatia,47,2,4,0
Marco Pašalić,Croatia,67,0,1,0
Marcos Llorente,Spain,13,2,4,0
Marcos Llorente,Spain,64,4,6,0
Marcos Llorente,Spain,101,1,0,0
Marcos Senesi,Argentina,72,0,4,0
Marcos Senesi,Argentina,104,0,1,0
Marcus Pedersen,Norway,43,0,1,0
Marcus Pedersen,Norway,61,1,0,0
Marcus Pedersen,Norway,77,0,2,0
Marcus Pedersen,Norway,99,1,0,0
Marcus Rashford,England,22,0,2,0
Marcus Rashford,England,46,0,0,0
Marcus Rashford,England,68,1,4,0
Marcus Rashford,England,80,1,1,0
Marcus Rashford,England,102,0,0,0
Marcus Rashford,England,103,0,1,0
Marcus Thuram,France,42,0,0,0
Marin Pongračić,Croatia,47,1,4,0
Marin Pongračić,Croatia,67,3,2,0
Marin Pongračić,Croatia,84,1,7,0
Mario Pašalić,Croatia,22,1,2,0
Mario Pašalić,Croatia,47,0,2,0
Mario Pašalić,Croatia,67,0,2,0
Mario Pašalić,Croatia,84,1,1,0
Mark McKenzie,USA,60,1,3,0
Marko Arnautović,Austria,20,2,0,0
Marko Arnautović,Austria,41,0,1,0
Marko Arnautović,Austria,71,0,1,0
Marko Arnautović,Austria,83,0,0,0
Marko Farji,Iraq,18,1,2,0
Marko Farji,Iraq,42,0,0,0
Marko Stamenić,New Zealand,16,1,5,0
Marko Stamenić,New Zealand,40,1,3,0
Marko Stamenić,New Zealand,66,0,6,0
Marquinhos,Brazil,6,0,4,0
Marquinhos,Brazil,31,2,3,0
Marquinhos,Brazil,52,0,3,0
Marquinhos,Brazil,74,2,2,0
Marquinhos,Brazil,91,1,3,0
Marten de Roon,Netherlands,76,0,0,0
Martin Baturina,Croatia,22,1,3,0
Martin Baturina,Croatia,47,1,3,0
Martin Baturina,Croatia,67,1,6,0
Martin Baturina,Croatia,84,0,0,0
Martin Experience,Haiti,7,4,6,0
Martin Experience,Haiti,31,4,4,0
Martin Experience,Haiti,51,2,5,0
Martin Ødegaard,Norway,18,2,0,0
Martin Ødegaard,Norway,43,1,6,0
Martin Ødegaard,Norway,77,3,3,0
Martin Ødegaard,Norway,91,0,2,0
Martin Ødegaard,Norway,99,0,5,0
Martín Zubimendi,Spain,104,1,1,0
Marvin Senaya,Ghana,23,5,2,0
Marvin Senaya,Ghana,46,7,1,0
Marvin Senaya,Ghana,67,6,1,0
Marvin Senaya,Ghana,88,2,0,0
Marwan Attia,Egypt,14,3,6,0
Marwan Attia,Egypt,40,0,9,0
Marwan Attia,Egypt,65,0,2,0
Marwan Attia,Egypt,86,3,3,0
Marwan Attia,Egypt,95,2,2,0
Marwane Saadane,Morocco,89,0,0,0
Matej Kovar,Czechia,2,0,0,4
Matej Kovar,Czechia,25,0,4,3
Matej Kovar,Czechia,53,0,9,2
Mateo Chavez,Mexico,53,1,4,0
Mateo Kovačić,Croatia,22,1,1,0
Mateo Kovačić,Croatia,47,2,1,0
Mateo Kovačić,Croatia,67,1,2,0
Mateo Kovačić,Croatia,84,1,3,0
Matheus Cunha,Brazil,6,2,0,0
Matheus Cunha,Brazil,31,2,5,0
Matheus Cunha,Brazil,52,1,1,0
Matheus Cunha,Brazil,74,1,0,0
Matheus Cunha,Brazil,91,0,1,0
Matheus Nunes,Portugal,69,0,0,0
Mathew Leckie,Australia,29,0,2,0
Mathew Ryan,Australia,86,0,0,0
Mathías Olivera,Uruguay,15,1,8,0
Mathías Olivera,Uruguay,39,1,3,0
Mathías Olivera,Uruguay,64,6,4,0
Mathieu Choiniere,Canada,50,1,3,0
Matias Fernandez-Pardo,Belgium,14,0,0,0
Matias Fernandez-Pardo,Belgium,38,0,0,0
Matias Fernandez-Pardo,Belgium,66,2,1,0
Matias Galarza,Paraguay,32,3,7,0
Matias Galarza,Paraguay,59,8,9,0
Matias Galarza,Paraguay,75,4,10,0
Matias Galarza,Paraguay,90,2,6,0
Matías Viña,Uruguay,15,0,6,0
Matt Turner,USA,60,0,11,0
Matthew Freese,USA,4,0,6,0
Matthew Freese,USA,29,0,4,2
Matthew Freese,USA,82,0,9,3
Matthew Freese,USA,94,0,12,3
Mattias Svanberg,Sweden,12,0,0,0
Mattias Svanberg,Sweden,78,1,1,0
Mauricio,Paraguay,4,2,4,0
Mauricio,Paraguay,59,2,2,0
Mauricio,Paraguay,75,2,3,0
Mauricio,Paraguay,90,1,2,0
Max Crocombe,New Zealand,16,0,7,2
Max Crocombe,New Zealand,40,0,12,4
Max Crocombe,New Zealand,66,0,8,5
Maxence Lacroix,France,61,2,3,0
Maxence Lacroix,France,101,0,2,0
Maxence Lacroix,France,103,1,2,0
Maxim De Cuyper,Belgium,14,1,4,0
Maxim De Cuyper,Belgium,38,0,5,0
Maxim De Cuyper,Belgium,66,1,7,0
Maxim De Cuyper,Belgium,81,1,3,0
Maxim De Cuyper,Belgium,94,3,7,0
Maxim De Cuyper,Belgium,98,0,6,0
Maxime Crepeau,Canada,3,1,6,2
Maxime Crepeau,Canada,27,0,7,0
Maxime Crepeau,Canada,50,0,7,2
Maxime Crepeau,Canada,73,0,12,1
Maxime Crépeau,Canada,89,0,5,1
Maximilian Arfsten,USA,94,0,0,0
Maximilian Beier,Germany,56,0,0,0
Maximiliano Araújo,Uruguay,15,0,4,0
Maximiliano Araújo,Uruguay,39,1,1,0
Maximiliano Araújo,Uruguay,64,1,2,0
Mbekezeli Mbokazi,South Africa,1,2,1,0
Mbekezeli Mbokazi,South Africa,25,1,4,0
Mbekezeli Mbokazi,South Africa,54,1,2,0
Mbekezeli Mbokazi,South Africa,73,3,4,0
Mehdi Ghayedi,Iran,16,1,1,0
Mehdi Taremi,Iran,16,0,6,0
Mehdi Taremi,Iran,38,1,6,0
Mehdi Taremi,Iran,65,2,2,0
Memphis Depay,Netherlands,10,0,2,0
Memphis Depay,Netherlands,33,0,0,0
Memphis Depay,Netherlands,58,0,1,0
Merchas Doski,Iraq,18,6,5,0
Merchas Doski,Iraq,42,4,5,0
Merchas Doski,Iraq,62,3,4,0
Merih Demiral,Turkiye,8,1,0,0
Merih Demiral,Türkiye,32,0,1,0
Mert Muldur,Turkiye,8,0,0,0
Mert Muldur,Türkiye,32,3,6,0
Mert Muldur,Türkiye,60,0,0,0
Meschak Elia,DR Congo,70,1,2,0
Meschak Elia,DR Congo,80,0,1,0
Michael Boxall,New Zealand,16,0,2,0
Michael Boxall,New Zealand,40,1,2,0
Michael Boxall,New Zealand,66,0,0,0
Michael Gregoritsch,Austria,41,0,0,0
Michael Gregoritsch,Austria,71,1,2,0
Michael Gregoritsch,Austria,83,0,1,0
Michael Olise,France,17,2,6,0
Michael Olise,France,42,1,5,0
Michael Olise,France,61,0,5,0
Michael Olise,France,78,1,6,0
Michael Olise,France,90,1,3,0
Michael Olise,France,97,2,4,0
Michael Olise,France,101,3,3,0
Michael Olise,France,103,5,6,0
Michal Sadilek,Czechia,2,0,0,0
Michal Sadilek,Czechia,25,1,3,0
Michal Sadilek,Czechia,53,3,2,0
Michel Aebischer,Switzerland,5,0,3,0
Michel Aebischer,Switzerland,26,4,1,0
Michel Aebischer,Switzerland,50,1,2,0
Michel Aebischer,Switzerland,85,0,2,0
Micky van de Ven,Netherlands,10,1,1,0
Micky van de Ven,Netherlands,33,2,3,0
Micky van de Ven,Netherlands,76,1,1,0
Miguel Almiron,Paraguay,4,2,4,0
Miguel Almiron,Paraguay,32,3,4,0
Miguel Almiron,Paraguay,75,2,5,0
Miguel Almiron,Paraguay,90,2,3,0
Mike Maignan,France,17,0,10,2
Mike Maignan,France,42,0,3,0
Mike Maignan,France,61,0,5,3
Mike Maignan,France,78,0,10,3
Mike Maignan,France,90,0,12,0
Mike Maignan,France,97,0,5,1
Mike Maignan,France,101,0,6,0
Mike Maignan,France,103,0,4,4
Mikel Merino,Spain,13,1,1,0
Mikel Merino,Spain,37,0,1,0
Mikel Merino,Spain,64,1,2,0
Mikel Merino,Spain,83,0,0,0
Mikel Merino,Spain,93,0,1,0
Mikel Merino,Spain,98,0,0,0
Mikel Merino,Spain,101,1,1,0
Mikel Merino,Spain,104,0,2,0
Mikel Oyarzabal,Spain,13,1,0,0
Mikel Oyarzabal,Spain,37,1,4,0
Mikel Oyarzabal,Spain,64,0,2,0
Mikel Oyarzabal,Spain,83,1,2,0
Mikel Oyarzabal,Spain,93,0,1,0
Mikel Oyarzabal,Spain,98,2,1,0
Mikel Oyarzabal,Spain,101,0,2,0
Mikel Oyarzabal,Spain,104,1,2,0
Milad Mohammadi,Iran,16,2,0,0
Milad Mohammadi,Iran,38,1,3,0
Milad Mohammadi,Iran,65,4,4,0
Miles Robinson,USA,60,1,2,0
Miro Muheim,Switzerland,5,0,1,0
Miro Muheim,Switzerland,96,1,3,0
Miro Muheim,Switzerland,100,0,0,0
Mo Abualnadi,Jordan,20,0,5,0
Mohamed Abdelmonem,Egypt,40,0,1,0
Mohamed Abdelmonem,Egypt,65,1,3,0
Mohamed Amoura,Algeria,19,0,0,0
Mohamed Belhadj Mahmoud,Tunisia,12,2,1,0
Mohamed Belhadj Mahmoud,Tunisia,58,0,1,0
Mohamed Hany,Egypt,14,6,3,0
Mohamed Hany,Egypt,40,1,7,0
Mohamed Hany,Egypt,65,6,4,0
Mohamed Hany,Egypt,86,1,2,0
Mohamed Hany,Egypt,95,0,3,0
Mohamed Kanno,Saudi Arabia,15,1,5,0
Mohamed Kanno,Saudi Arabia,37,0,1,0
Mohamed Kanno,Saudi Arabia,63,7,3,0
Mohamed Naceur Almanai,Qatar,5,0,1,0
Mohamed Naceur Almanai,Qatar,27,1,0,0
Mohamed Naceur Almanai,Qatar,49,1,1,0
Mohamed Salah,Egypt,14,1,3,0
Mohamed Salah,Egypt,40,0,6,0
Mohamed Salah,Egypt,65,0,1,0
Mohamed Salah,Egypt,86,0,1,0
Mohamed Salah,Egypt,95,0,4,0
Mohamed Toure,Australia,8,0,1,0
Mohamed Toure,Australia,29,1,1,0
Mohamed Toure,Australia,86,0,1,0
Mohammad Abu Zrayq,Jordan,44,0,0,0
Mohammad Abu Zrayq,Jordan,72,0,0,0
Mohammad Al Daoud,Jordan,20,0,1,0
Mohammad Ali Hasheesh,Jordan,44,2,1,0
Mohammad Ghorbani,Iran,65,2,3,0
Mohammad Mohebi,Iran,16,1,6,0
Mohammad Mohebi,Iran,38,1,1,0
Mohammad Mohebi,Iran,65,1,1,0
Mohammed Abu Al-Shamat,Saudi Arabia,15,0,2,0
Mohammed Abu Al-Shamat,Saudi Arabia,37,3,3,0
Mohammed Abu Al-Shamat,Saudi Arabia,63,0,2,0
Mohammed Al-Owais,Saudi Arabia,15,0,4,9
Mohammed Al-Owais,Saudi Arabia,37,0,6,5
Mohammed Al-Owais,Saudi Arabia,63,0,3,2
Mohanad Ali,Iraq,18,0,0,0
Mohanad Lasheen,Egypt,14,8,3,0
Mohanad Lasheen,Egypt,40,5,3,0
Mohanad Lasheen,Egypt,65,0,4,0
Mohanad Lasheen,Egypt,95,3,2,0
Mohannad Abu Taha,Jordan,20,1,3,0
Mohannad Abu Taha,Jordan,44,6,12,0
Mohannad Abu Taha,Jordan,72,2,7,0
Moise Bombito,Canada,27,0,0,0
Moise Bombito,Canada,73,1,0,0
Moïse Bombito,Canada,89,0,1,0
Moises Caicedo,Ecuador,11,2,2,0
Moises Caicedo,Ecuador,35,2,10,0
Moises Caicedo,Ecuador,56,4,6,0
Moises Caicedo,Ecuador,79,1,2,0
Mojmir Chytil,Czechia,2,0,0,0
Montassar Talbi,Tunisia,12,1,2,0
Montassar Talbi,Tunisia,36,1,1,0
Montassar Talbi,Tunisia,58,1,4,0
Morgan Rogers,England,22,1,2,0
Morgan Rogers,England,46,0,1,0
Morgan Rogers,England,68,2,1,0
Morgan Rogers,England,92,0,0,0
Morgan Rogers,England,99,0,1,0
Morgan Rogers,England,102,1,2,0
Morgan Rogers,England,103,1,6,0
Mortadha Ben Ouanes,Tunisia,58,1,0,0
Morten Thorsby,Norway,61,1,1,0
Mory Diaw,Senegal,43,0,2,0
Mory Diaw,Senegal,62,0,8,1
Mory Diaw,Senegal,81,0,13,3
Mostafa Shobeir,Egypt,14,0,7,3
Mostafa Shobeir,Egypt,40,0,7,4
Mostafa Shobeir,Egypt,65,0,1,2
Mostafa Shobeir,Egypt,86,0,12,1
Mostafa Shobeir,Egypt,95,0,7,4
Mostafa Ziko,Egypt,14,0,4,0
Mostafa Ziko,Egypt,40,2,5,0
Mostafa Ziko,Egypt,65,0,2,0
Mostafa Ziko,Egypt,86,2,1,0
Mostafa Ziko,Egypt,95,1,3,0
Moteb Al-Harbi,Saudi Arabia,15,0,1,0
Moteb Al-Harbi,Saudi Arabia,37,0,4,0
Moteb Al-Harbi,Saudi Arabia,63,0,1,0
Mousa Tamari,Jordan,20,2,2,0
Mousa Tamari,Jordan,44,0,1,0
Mousa Tamari,Jordan,72,0,2,0
Moussa Niakhaté,Senegal,17,0,1,0
Moussa Niakhaté,Senegal,43,2,2,0
Moussa Niakhaté,Senegal,62,0,2,0
Moussa Niakhaté,Senegal,81,0,3,0
Musab Al Juwayr,Saudi Arabia,15,1,5,0
Musab Al Juwayr,Saudi Arabia,37,2,2,0
Musab Al Juwayr,Saudi Arabia,63,1,5,0
Mustafa Saadoon,Iraq,18,2,0,0
Nabil Bentaleb,Algeria,19,2,2,0
Nabil Bentaleb,Algeria,44,0,1,0
Nabil Bentaleb,Algeria,71,4,5,0
Nabil Bentaleb,Algeria,85,2,5,0
Nadiem Amiri,Germany,34,0,3,0
Nadiem Amiri,Germany,75,1,0,0
Nahuel Molina,Argentina,19,1,4,0
Nahuel Molina,Argentina,41,2,2,0
Nahuel Molina,Argentina,87,3,2,0
Nahuel Molina,Argentina,95,3,5,0
Nahuel Molina,Argentina,100,1,2,0
Nahuel Molina,Argentina,102,2,2,0
Nahuel Molina,Argentina,104,3,5,0
Nasser Al-Dawsari,Saudi Arabia,15,1,1,0
Nasser Al-Dawsari,Saudi Arabia,37,2,6,0
Nasser Al-Dawsari,Saudi Arabia,63,2,4,0
Nathan Ake,Netherlands,10,0,1,0
Nathan Ake,Netherlands,58,1,4,0
Nathan Ake,Netherlands,76,0,0,0
Nathan Ngoy,Belgium,14,2,5,0
Nathan Ngoy,Belgium,38,2,8,0
Nathan Ngoy,Belgium,94,1,4,0
Nathan Ngoy,Belgium,98,2,3,0
Nathan Patterson,Scotland,7,0,1,0
Nathan Patterson,Scotland,30,1,1,0
Nathan Patterson,Scotland,52,3,4,0
Nathan-Dylan Saliba,Canada,27,1,3,0
Nathan-Dylan Saliba,Canada,50,2,6,0
Nathan-Dylan Saliba,Canada,73,3,6,0
Nathanaël Mbuku,DR Congo,48,0,0,0
Nathanaël Mbuku,DR Congo,70,3,4,0
Nathanaël Mbuku,DR Congo,80,1,3,0
Nathaniel Brown,Germany,9,2,2,0
Nathaniel Brown,Germany,34,6,2,0
Nathaniel Brown,Germany,75,5,5,0
Nawaf Boushal,Saudi Arabia,15,0,1,0
Nawaf Boushal,Saudi Arabia,63,0,2,0
Neil El Aynaoui,Morocco,6,4,4,0
Neil El Aynaoui,Morocco,30,6,2,0
Neil El Aynaoui,Morocco,51,2,3,0
Neil El Aynaoui,Morocco,76,4,6,0
Neil El Aynaoui,Morocco,89,0,4,0
Neil El Aynaoui,Morocco,97,2,2,0
Nélson Semedo,Portugal,21,0,0,0
Nélson Semedo,Portugal,45,0,4,0
Nélson Semedo,Portugal,84,0,4,0
Nélson Semedo,Portugal,93,0,1,0
Nestory Irankunda,Australia,8,0,1,0
Nestory Irankunda,Australia,29,0,4,0
Nestory Irankunda,Australia,59,0,2,0
Nestory Irankunda,Australia,86,0,0,0
Neymar,Brazil,52,0,1,0
Neymar,Brazil,91,0,1,0
Ngal'ayel Mukau,DR Congo,21,0,2,0
Ngal'ayel Mukau,DR Congo,48,1,5,0
Ngal'ayel Mukau,DR Congo,70,0,3,0
Ngal'ayel Mukau,DR Congo,80,1,4,0
Nick Woltemade,Germany,75,1,0,0
Nico Elvedi,Switzerland,5,0,3,0
Nico Elvedi,Switzerland,26,0,3,0
Nico Elvedi,Switzerland,50,1,0,0
Nico Elvedi,Switzerland,85,2,3,0
Nico Elvedi,Switzerland,96,0,5,0
Nico Elvedi,Switzerland,100,1,2,0
Nico O'Reilly,England,22,0,1,0
Nico O'Reilly,England,46,1,1,0
Nico O'Reilly,England,68,3,4,0
Nico O'Reilly,England,80,0,5,0
Nico O'Reilly,England,92,1,1,0
Nico O'Reilly,England,99,1,1,0
Nico O'Reilly,England,102,0,0,0
Nico Paz,Argentina,19,2,2,0
Nico Paz,Argentina,72,1,4,0
Nico Schlotterbeck,Germany,9,2,8,0
Nico Schlotterbeck,Germany,34,1,2,0
Nico Williams,Spain,13,0,0,0
Nico Williams,Spain,37,0,1,0
Nico Williams,Spain,64,0,0,0
Nico Williams,Spain,98,0,1,0
Nico Williams,Spain,101,1,2,0
Nico Williams,Spain,104,0,1,0
Nicolás de la Cruz,Uruguay,15,0,1,0
Nicolás de la Cruz,Uruguay,39,1,3,0
Nicolás de la Cruz,Uruguay,64,1,2,0
Nicolás González,Argentina,19,0,1,0
Nicolás González,Argentina,41,0,1,0
Nicolás González,Argentina,87,3,2,0
Nicolás González,Argentina,95,0,3,0
Nicolás González,Argentina,100,0,4,0
Nicolás González,Argentina,102,2,2,0
Nicolás González,Argentina,104,0,4,0
Nicolas Jackson,Senegal,17,1,2,0
Nicolas Jackson,Senegal,43,0,2,0
Nicolas Jackson,Senegal,62,1,1,0
Nicolas Jackson,Senegal,81,0,0,0
Nicolás Otamendi,Argentina,19,2,1,0
Nicolás Otamendi,Argentina,41,0,0,0
Nicolás Otamendi,Argentina,72,1,2,0
Nicolás Otamendi,Argentina,95,0,0,0
Nicolás Otamendi,Argentina,100,1,0,0
Nicolás Otamendi,Argentina,102,0,1,0
Nicolás Otamendi,Argentina,104,0,0,0
Nicolas Pepe,Ivory Coast,11,0,6,0
Nicolas Pepe,Ivory Coast,34,0,1,0
Nicolas Pepe,Ivory Coast,55,0,5,0
Nicolas Pepe,Ivory Coast,77,1,0,0
Nicolas Raskin,Belgium,14,2,2,0
Nicolas Raskin,Belgium,38,1,7,0
Nicolas Raskin,Belgium,66,1,1,0
Nicolas Raskin,Belgium,81,1,0,0
Nicolas Raskin,Belgium,94,4,5,0
Nicolas Raskin,Belgium,98,1,9,0
Nicolas Seiwald,Austria,20,3,6,0
Nicolas Seiwald,Austria,41,3,2,0
Nicolas Seiwald,Austria,71,3,4,0
Nicolas Seiwald,Austria,83,1,0,0
Nicolás Tagliafico,Argentina,41,0,0,0
Nicolás Tagliafico,Argentina,72,0,3,0
Nicolás Tagliafico,Argentina,87,3,0,0
Nicolás Tagliafico,Argentina,95,0,0,0
Nicolás Tagliafico,Argentina,100,0,1,0
Nicolás Tagliafico,Argentina,102,2,0,0
Nicolás Tagliafico,Argentina,104,3,5,0
Niko Sigur,Canada,27,0,0,0
Niko Sigur,Canada,73,0,2,0
Niko Sigur,Canada,89,1,3,0
Nikola Katic,Bosnia and Herzegovina,3,5,2,0
Nikola Katic,Bosnia and Herzegovina,26,3,3,0
Nikola Katic,Bosnia and Herzegovina,49,0,1,0
Nikola Katic,Bosnia and Herzegovina,82,2,1,0
Nikola Vasilj,Bosnia and Herzegovina,3,0,12,1
Nikola Vasilj,Bosnia and Herzegovina,26,0,9,3
Nikola Vasilj,Bosnia and Herzegovina,49,0,14,2
Nikola Vasilj,Bosnia and Herzegovina,82,0,5,0
Nikola Vlašić,Croatia,22,0,0,0
Nikola Vlašić,Croatia,67,1,3,0
Nikola Vlašić,Croatia,84,7,1,0
Nilson Angulo,Ecuador,11,1,1,0
Nilson Angulo,Ecuador,35,0,1,0
Nilson Angulo,Ecuador,56,0,9,0
Nilson Angulo,Ecuador,79,1,2,0
Nishan Velupillay,Australia,8,0,1,0
Nishan Velupillay,Australia,29,2,2,0
Nizar Mahmoud Al-Rashdan,Jordan,20,4,6,0
