player_name,team_name,match_no,tackles,recoveries,gk_saves
Christ Inao Oulai,Ivory Coast,55,1,4,0
Christ Inao Oulai,Ivory Coast,77,1,2,0
Christian Fassnacht,Switzerland,50,1,0,0
Christian Pulisic,USA,4,1,0,0
Christian Pulisic,USA,60,0,0,0
Christian Pulisic,USA,82,1,3,0
Christian Pulisic,USA,94,0,3,0
Christopher Operi,Ivory Coast,55,2,6,0
Cody Gakpo,Netherlands,10,1,2,0
Cody Gakpo,Netherlands,33,1,1,0
Cody Gakpo,Netherlands,58,0,1,0
Cody Gakpo,Netherlands,76,1,3,0
Connor Metcalfe,Australia,8,1,4,0
Connor Metcalfe,Australia,29,1,1,0
Connor Metcalfe,Australia,59,3,2,0
Connor Metcalfe,Australia,86,0,5,0
Cristian Martínez,Panama,23,4,2,0
Cristian Martínez,Panama,47,1,3,0
Cristian Martínez,Panama,68,2,4,0
Cristian Romero,Argentina,19,2,2,0
Cristian Romero,Argentina,41,1,2,0
Cristian Romero,Argentina,87,2,4,0
Cristian Romero,Argentina,95,3,7,0
Cristian Romero,Argentina,100,2,5,0
Cristian Romero,Argentina,102,4,4,0
Cristian Romero,Argentina,104,1,3,0
Cristian Volpato,Australia,29,0,1,0
Cristian Volpato,Australia,59,0,3,0
Cristian Volpato,Australia,86,1,3,0
Cristiano Ronaldo,Portugal,21,0,1,0
Cristiano Ronaldo,Portugal,45,1,1,0
Cristiano Ronaldo,Portugal,69,0,3,0
Cristiano Ronaldo,Portugal,84,1,0,0
Cristiano Ronaldo,Portugal,93,0,1,0
Crysencio Summerville,Netherlands,10,0,1,0
Crysencio Summerville,Netherlands,33,1,3,0
Crysencio Summerville,Netherlands,58,0,1,0
Crysencio Summerville,Netherlands,76,3,6,0
Cucho Hernández,Colombia,96,0,0,0
Cyle Larin,Canada,3,0,1,0
Cyle Larin,Canada,27,0,2,0
Cyle Larin,Canada,50,0,2,0
Cyle Larin,Canada,89,0,0,0
Daichi Kamada,Japan,10,3,4,0
Daichi Kamada,Japan,36,1,2,0
Daichi Kamada,Japan,57,0,11,0
Daichi Kamada,Japan,74,0,2,0
Dailon Rocha Livramento,Cape Verde,13,0,1,0
Dailon Rocha Livramento,Cape Verde,63,0,0,0
Dailon Rocha Livramento,Cape Verde,87,1,1,0
Daizen Maeda,Japan,10,0,0,0
Daizen Maeda,Japan,57,4,3,0
Daizen Maeda,Japan,74,2,4,0
Damian Bobadilla,Paraguay,4,0,1,0
Damian Bobadilla,Paraguay,32,2,2,0
Damian Bobadilla,Paraguay,59,0,0,0
Damian Bobadilla,Paraguay,75,4,3,0
Dan Burn,England,92,0,0,0
Dan Burn,England,99,0,0,0
Dan Burn,England,102,0,0,0
Dan Ndoye,Switzerland,5,0,3,0
Dan Ndoye,Switzerland,26,1,3,0
Dan Ndoye,Switzerland,50,0,0,0
Dan Ndoye,Switzerland,85,3,3,0
Dan Ndoye,Switzerland,96,2,7,0
Dan Ndoye,Switzerland,100,0,3,0
Dani Olmo,Spain,13,0,1,0
Dani Olmo,Spain,37,1,2,0
Dani Olmo,Spain,64,0,2,0
Dani Olmo,Spain,83,4,1,0
Dani Olmo,Spain,93,1,0,0
Dani Olmo,Spain,98,0,5,0
Dani Olmo,Spain,101,1,4,0
Dani Olmo,Spain,104,0,1,0
Daniel Muñoz,Colombia,24,2,4,0
Daniel Muñoz,Colombia,48,2,3,0
Daniel Muñoz,Colombia,69,1,0,0
Daniel Muñoz,Colombia,88,3,1,0
Daniel Muñoz,Colombia,96,2,3,0
Daniel Svensson,Sweden,12,0,0,0
Daniel Svensson,Sweden,57,0,0,0
Daniel Svensson,Sweden,78,3,0,0
Danilo,Brazil,6,0,1,0
Danilo,Brazil,31,1,3,0
Danilo,Brazil,52,1,7,0
Danilo,Brazil,74,0,2,0
Danilo,Brazil,91,5,6,0
Danilo Santos,Brazil,6,0,0,0
Danilo Santos,Brazil,31,1,1,0
Danilo Santos,Brazil,74,0,1,0
Danilo Santos,Brazil,91,4,2,0
Danley Jean Jacques,Haiti,7,4,5,0
Danley Jean Jacques,Haiti,31,2,2,0
Danley Jean Jacques,Haiti,51,7,2,0
Darwin Núñez,Uruguay,15,1,1,0
Darwin Núñez,Uruguay,39,1,1,0
Darwin Núñez,Uruguay,64,0,2,0
David Alaba,Austria,20,0,1,0
David Alaba,Austria,41,1,0,0
David Alaba,Austria,71,1,2,0
David Alaba,Austria,83,0,2,0
David Doudera,Czechia,53,0,6,0
David Møller Wolfe,Norway,18,1,2,0
David Møller Wolfe,Norway,43,1,4,0
David Møller Wolfe,Norway,77,1,1,0
David Møller Wolfe,Norway,91,2,5,0
David Møller Wolfe,Norway,99,0,1,0
David Raum,Germany,9,0,0,0
David Raum,Germany,56,1,7,0
David Zima,Czechia,25,0,0,0
Davinson Sánchez,Colombia,24,2,3,0
Davinson Sánchez,Colombia,48,1,7,0
Davinson Sánchez,Colombia,69,1,2,0
Davinson Sánchez,Colombia,88,0,1,0
Davinson Sánchez,Colombia,96,0,4,0
Dayot Upamecano,France,17,6,5,0
Dayot Upamecano,France,42,1,8,0
Dayot Upamecano,France,61,0,5,0
Dayot Upamecano,France,78,0,4,0
Dayot Upamecano,France,90,4,11,0
Dayot Upamecano,France,97,3,1,0
Dayot Upamecano,France,101,0,7,0
Dayot Upamecano,France,103,3,3,0
Dean Henderson,England,103,0,6,5
Declan Rice,England,22,0,4,0
Declan Rice,England,46,2,4,0
Declan Rice,England,80,0,6,0
Declan Rice,England,92,0,4,0
Declan Rice,England,99,0,1,0
Declan Rice,England,102,2,3,0
Declan Rice,England,103,7,8,0
Deiver Machado,Colombia,69,2,3,0
Denis Visinsky,Czechia,53,0,3,0
Denis Zakaria,Switzerland,5,3,5,0
Denis Zakaria,Switzerland,85,3,7,0
Denis Zakaria,Switzerland,96,1,2,0
Denis Zakaria,Switzerland,100,1,4,0
Deniz Gul,Turkiye,8,0,0,0
Deniz Gul,Türkiye,32,0,0,0
Deniz Undav,Germany,9,0,3,0
Deniz Undav,Germany,34,0,1,0
Deniz Undav,Germany,56,0,0,0
Deniz Undav,Germany,75,0,1,0
Dennis Hadzikadunic,Bosnia and Herzegovina,49,2,0,0
Denzel Dumfries,Netherlands,10,1,2,0
Denzel Dumfries,Netherlands,33,3,3,0
Denzel Dumfries,Netherlands,58,1,4,0
Denzel Dumfries,Netherlands,76,1,2,0
Derek Cornelius,Canada,3,4,7,0
Derek Cornelius,Canada,27,0,1,0
Derek Cornelius,Canada,50,1,2,0
Derek Cornelius,Canada,73,0,5,0
Deroy Duarte,Cape Verde,13,0,2,0
Deroy Duarte,Cape Verde,39,2,2,0
Deroy Duarte,Cape Verde,63,5,3,0
Deroy Duarte,Cape Verde,87,1,1,0
Derrick Etienne,Haiti,31,0,0,0
Derrick Luckassen,Ghana,67,0,4,0
Derrick Luckassen,Ghana,88,3,3,0
Désiré Doué,France,17,1,4,0
Désiré Doué,France,42,0,1,0
Désiré Doué,France,61,2,7,0
Désiré Doué,France,78,1,0,0
Désiré Doué,France,90,1,1,0
Désiré Doué,France,97,2,7,0
Désiré Doué,France,101,2,1,0
Désiré Doué,France,103,1,1,0
Deveron Fonville,Curaçao,9,1,5,0
Deveron Fonville,Curaçao,35,2,2,0
Deveron Fonville,Curaçao,55,2,4,0
Diego Gomez,Paraguay,4,2,2,0
Diego Gomez,Paraguay,32,2,7,0
Diego Gomez,Paraguay,59,3,5,0
Diego Gomez,Paraguay,90,4,4,0
Diego Moreira,Belgium,81,1,3,0
Diney Borges,Cape Verde,13,5,3,0
Diney Borges,Cape Verde,39,2,5,0
Diney Borges,Cape Verde,63,1,3,0
Diney Borges,Cape Verde,87,3,3,0
Diogo Costa,Portugal,21,0,9,1
Diogo Costa,Portugal,45,0,6,2
Diogo Costa,Portugal,69,0,6,6
Diogo Costa,Portugal,84,0,3,5
Diogo Costa,Portugal,93,0,10,5
Diogo Dalot,Portugal,69,1,1,0
Diogo Dalot,Portugal,93,1,3,0
Djed Spence,England,22,1,0,0
Djed Spence,England,46,1,1,0
Djed Spence,England,68,1,0,0
Djed Spence,England,80,4,2,0
Djed Spence,England,92,0,0,0
Djed Spence,England,99,2,2,0
Djed Spence,England,102,5,2,0
Djed Spence,England,103,5,3,0
Djibril Sow,Switzerland,26,0,1,0
Djibril Sow,Switzerland,50,1,3,0
Djibril Sow,Switzerland,96,0,0,0
Djibril Sow,Switzerland,100,0,4,0
Dodi Lukebakio,Belgium,38,1,0,0
Dodi Lukebakio,Belgium,81,0,4,0
Dodi Lukebakio,Belgium,94,1,4,0
Dominik Livaković,Croatia,22,1,4,7
Dominik Livaković,Croatia,47,0,7,1
Dominik Livaković,Croatia,67,0,7,0
Dominik Livaković,Croatia,84,0,7,2
Dominique Simon,Haiti,31,2,3,0
Dominique Simon,Haiti,51,0,1,0
Donyell Malen,Netherlands,10,0,3,0
Donyell Malen,Netherlands,33,0,1,0
Donyell Malen,Netherlands,58,0,4,0
Dostonbek Khamdamov,Uzbekistan,24,2,0,0
Dostonbek Khamdamov,Uzbekistan,70,3,2,0
Douglas Santos,Brazil,6,7,6,0
Douglas Santos,Brazil,31,2,2,0
Douglas Santos,Brazil,52,1,3,0
Douglas Santos,Brazil,74,2,6,0
Douglas Santos,Brazil,91,6,7,0
Duckens Nazon,Haiti,51,0,0,0
Dylan Bronn,Tunisia,36,0,1,0
Dzenis Burnic,Bosnia and Herzegovina,3,0,0,0
Dzenis Burnic,Bosnia and Herzegovina,49,0,0,0
Eberechi Eze,England,46,0,1,0
Eberechi Eze,England,68,0,1,0
Eberechi Eze,England,80,0,1,0
Eberechi Eze,England,99,0,5,0
Eberechi Eze,England,103,0,2,0
Ederson,Brazil,91,0,0,0
Ederson Moraes,Brazil,31,0,0,0
Edin Dzeko,Bosnia and Herzegovina,26,0,2,0
Edin Dzeko,Bosnia and Herzegovina,49,0,0,0
Edin Dzeko,Bosnia and Herzegovina,82,0,1,0
Edmilson Junior,Qatar,5,0,3,0
Edmilson Junior,Qatar,27,1,4,0
Edmilson Junior,Qatar,49,1,1,0
Edo Kayembe,DR Congo,21,2,5,0
Edo Kayembe,DR Congo,48,0,1,0
Edo Kayembe,DR Congo,80,1,1,0
Édouard Mendy,Senegal,17,0,13,5
Edouard Mendy,Senegal,43,0,5,3
Edson Alvarez,Mexico,1,1,0,0
Edson Alvarez,Mexico,28,2,5,0
Edson Alvarez,Mexico,53,3,2,0
Edson Alvarez,Mexico,92,2,2,0
Egil Selvik,Norway,61,1,6,5
Ehsan Haddad,Jordan,20,0,1,0
Ehsan Haddad,Jordan,44,3,3,0
Ehsan Haddad,Jordan,72,0,2,0
Ehsan Hajsafi,Iran,16,0,0,0
Ehsan Hajsafi,Iran,38,1,6,0
El Hadji Malick Diouf,Senegal,17,2,6,0
El Hadji Malick Diouf,Senegal,43,1,2,0
El Hadji Malick Diouf,Senegal,81,1,2,0
Eldor Shomurodov,Uzbekistan,24,0,2,0
Eldor Shomurodov,Uzbekistan,45,2,3,0
Eldor Shomurodov,Uzbekistan,70,4,4,0
Elias Achouri,Tunisia,12,0,0,0
Elias Achouri,Tunisia,36,1,2,0
Elias Achouri,Tunisia,58,1,3,0
Elias Saad,Tunisia,12,1,2,0
Elias Saad,Tunisia,36,0,2,0
Elijah Just,New Zealand,16,1,7,0
Elijah Just,New Zealand,40,3,5,0
Elijah Just,New Zealand,66,2,4,0
Elisha Owusu,Ghana,23,3,2,0
Elisha Owusu,Ghana,67,1,2,0
Elisha Owusu,Ghana,88,1,5,0
Elliot Anderson,England,22,2,8,0
Elliot Anderson,England,46,3,5,0
Elliot Anderson,England,68,2,7,0
Elliot Anderson,England,80,2,5,0
Elliot Anderson,England,92,5,4,0
Elliot Anderson,England,99,2,9,0
Elliot Anderson,England,102,4,3,0
Elliot Anderson,England,103,1,1,0
Elliot Stroud,Sweden,12,1,1,0
Elliot Stroud,Sweden,33,0,0,0
Elliot Stroud,Sweden,57,0,2,0
Elliot Stroud,Sweden,78,0,3,0
Ellyes Skhiri,Tunisia,12,2,5,0
Ellyes Skhiri,Tunisia,36,1,6,0
Ellyes Skhiri,Tunisia,58,0,2,0
Eloy Room,Curaçao,9,0,7,4
Eloy Room,Curaçao,35,0,16,15
Eloy Room,Curaçao,55,0,3,1
Elye Wahi,Ivory Coast,11,1,0,0
Elye Wahi,Ivory Coast,55,0,0,0
Elye Wahi,Ivory Coast,77,0,1,0
Emam Ashour,Egypt,14,1,6,0
Emam Ashour,Egypt,40,0,3,0
Emam Ashour,Egypt,65,2,1,0
Emam Ashour,Egypt,86,0,5,0
Emam Ashour,Egypt,95,0,4,0
Emiliano Martínez,Argentina,19,0,2,0
Emiliano Martínez,Argentina,41,0,6,1
Emiliano Martínez,Argentina,72,0,6,0
Emiliano Martínez,Argentina,87,0,8,3
Emiliano Martínez,Argentina,95,0,5,0
Emiliano Martínez,Argentina,100,0,8,4
Emiliano Martínez,Argentina,102,0,6,1
Emiliano Martínez,Argentina,104,0,14,11
Emmanuel Agbadou,Ivory Coast,11,4,4,0
Emmanuel Agbadou,Ivory Coast,34,1,3,0
Emmanuel Agbadou,Ivory Coast,77,3,6,0
Endrick,Brazil,31,1,0,0
Endrick,Brazil,52,1,2,0
Endrick,Brazil,74,0,3,0
Endrick,Brazil,91,0,1,0
Enner Valencia,Ecuador,11,1,2,0
Enner Valencia,Ecuador,35,0,1,0
Enner Valencia,Ecuador,56,0,0,0
Enner Valencia,Ecuador,79,1,0,0
Enzo Fernández,Argentina,19,4,7,0
Enzo Fernández,Argentina,41,2,7,0
Enzo Fernández,Argentina,87,1,6,0
Enzo Fernández,Argentina,95,1,4,0
Enzo Fernández,Argentina,100,0,2,0
Enzo Fernández,Argentina,102,2,1,0
Enzo Fernández,Argentina,104,1,2,0
Eray Comert,Switzerland,100,1,0,0
Eren Elmali,Türkiye,32,0,2,0
Eren Elmali,Türkiye,60,2,3,0
Éric Davis,Panama,47,1,1,0
Éric Davis,Panama,68,0,0,0
Eric García,Spain,104,0,1,0
Erik Lira,Mexico,1,2,0,0
Erik Lira,Mexico,28,2,7,0
Erik Lira,Mexico,79,1,6,0
Erik Lira,Mexico,92,2,5,0
Erling Haaland,Norway,18,0,2,0
Erling Haaland,Norway,43,0,0,0
Erling Haaland,Norway,77,0,0,0
Erling Haaland,Norway,91,0,1,0
Erling Haaland,Norway,99,1,0,0
Ermedin Demirovic,Bosnia and Herzegovina,3,3,3,0
Ermedin Demirovic,Bosnia and Herzegovina,26,1,3,0
Ermedin Demirovic,Bosnia and Herzegovina,49,0,1,0
Ermedin Demirovic,Bosnia and Herzegovina,82,0,2,0
Ermin Mahmic,Bosnia and Herzegovina,26,0,0,0
Ermin Mahmic,Bosnia and Herzegovina,49,1,0,0
Ermin Mahmic,Bosnia and Herzegovina,82,0,2,0
Ernest Nuamah,Ghana,23,0,4,0
Ernest Nuamah,Ghana,67,2,1,0
Ernest Nuamah,Ghana,88,2,0,0
Esmir Bajraktarevic,Bosnia and Herzegovina,3,0,4,0
Esmir Bajraktarevic,Bosnia and Herzegovina,26,0,1,0
Esmir Bajraktarevic,Bosnia and Herzegovina,49,0,4,0
Esmir Bajraktarevic,Bosnia and Herzegovina,82,0,0,0
Evann Guessand,Ivory Coast,34,0,2,0
Evann Guessand,Ivory Coast,77,0,0,0
Evidence Makgopa,South Africa,1,0,0,0
Evidence Makgopa,South Africa,25,1,2,0
Evidence Makgopa,South Africa,54,3,2,0
Evidence Makgopa,South Africa,73,0,1,0
Exequiel Palacios,Argentina,72,4,3,0
Ezri Konsa,England,22,0,3,0
Ezri Konsa,England,46,1,0,0
Ezri Konsa,England,68,1,2,0
Ezri Konsa,England,80,0,3,0
Ezri Konsa,England,92,0,0,0
Ezri Konsa,England,99,1,2,0
Ezri Konsa,England,102,0,0,0
Ezri Konsa,England,103,2,7,0
Fabian Balbuena,Paraguay,75,0,0,0
Fabian Rieder,Switzerland,5,0,0,0
Fabian Rieder,Switzerland,26,3,1,0
Fabian Rieder,Switzerland,85,1,0,0
Fabian Rieder,Switzerland,96,1,1,0
Fabian Rieder,Switzerland,100,1,3,0
Fabián Ruiz,Spain,13,1,4,0
Fabián Ruiz,Spain,37,0,2,0
Fabián Ruiz,Spain,64,0,1,0
Fabián Ruiz,Spain,83,0,1,0
Fabián Ruiz,Spain,93,0,0,0
Fabián Ruiz,Spain,98,1,1,0
Fabián Ruiz,Spain,101,4,7,0
Fabián Ruiz,Spain,104,0,1,0
Fabinho,Brazil,6,1,3,0
Fabinho,Brazil,52,0,0,0
Fabinho,Brazil,74,0,0,0
Facundo Medina,Argentina,19,2,3,0
Facundo Medina,Argentina,41,3,2,0
Facundo Medina,Argentina,87,3,4,0
Facundo Medina,Argentina,95,0,0,0
Facundo Medina,Argentina,104,1,1,0
Farès Chaïbi,Algeria,19,2,1,0
Farès Chaïbi,Algeria,44,2,9,0
Farès Chaïbi,Algeria,71,1,3,0
Farès Chaïbi,Algeria,85,0,4,0
Farès Ghedjemis,Algeria,71,0,0,0
Farrukh Sayfiev,Uzbekistan,24,0,0,0
Federico Valverde,Uruguay,15,0,2,0
Federico Valverde,Uruguay,39,1,3,0
Federico Valverde,Uruguay,64,2,5,0
Federico Viñas,Uruguay,15,0,2,0
Federico Viñas,Uruguay,39,0,2,0
Federico Viñas,Uruguay,64,2,2,0
Felix Nmecha,Germany,9,3,2,0
Felix Nmecha,Germany,34,8,6,0
Felix Nmecha,Germany,56,1,0,0
Felix Nmecha,Germany,75,1,2,0
Felix Torres,Ecuador,56,0,0,0
Ferdi Kadioglu,Turkiye,8,0,6,0
Ferdi Kadioglu,Türkiye,32,2,1,0
Fernando Muslera,Uruguay,15,0,6,2
Fernando Muslera,Uruguay,39,0,8,2
Fernando Muslera,Uruguay,64,0,5,0
Ferran Torres,Spain,13,0,6,0
Ferran Torres,Spain,37,0,0,0
Ferran Torres,Spain,64,0,0,0
Ferran Torres,Spain,83,0,1,0
Ferran Torres,Spain,93,0,0,0
Ferran Torres,Spain,98,0,1,0
Ferran Torres,Spain,101,0,0,0
Ferran Torres,Spain,104,0,0,0
Fidel Escobar,Panama,68,2,1,0
Findlay Curtis,Scotland,7,0,0,0
Findlay Curtis,Scotland,52,0,0,0
Finn Surman,New Zealand,16,1,3,0
Finn Surman,New Zealand,40,1,6,0
Finn Surman,New Zealand,66,1,1,0
Firas Al-Buraikan,Saudi Arabia,15,0,5,0
Firas Al-Buraikan,Saudi Arabia,37,0,1,0
Firas Al-Buraikan,Saudi Arabia,63,1,2,0
Firas Chaouat,Tunisia,12,0,0,0
Firas Chaouat,Tunisia,36,0,2,0
Firas Chaouat,Tunisia,58,0,0,0
Fiston Mayele,DR Congo,70,0,2,0
Fiston Mayele,DR Congo,80,0,0,0
Florian Grillitsch,Austria,71,0,1,0
Florian Grillitsch,Austria,83,2,3,0
Florian Wirtz,Germany,9,2,8,0
Florian Wirtz,Germany,34,2,9,0
Florian Wirtz,Germany,56,1,4,0
Florian Wirtz,Germany,75,2,5,0
Folarin Balogun,USA,4,0,0,0
Folarin Balogun,USA,29,0,1,0
Folarin Balogun,USA,82,0,1,0
Folarin Balogun,USA,94,0,1,0
Francis De Vries,New Zealand,40,0,0,0
Francis De Vries,New Zealand,66,0,1,0
Francisco Conceição,Portugal,21,1,2,0
Francisco Conceição,Portugal,45,2,4,0
Francisco Conceição,Portugal,84,0,0,0
Francisco Conceição,Portugal,93,0,1,0
Francisco Trincão,Portugal,45,1,3,0
Franck Kessie,Ivory Coast,11,2,7,0
Franck Kessie,Ivory Coast,34,0,5,0
Franck Kessie,Ivory Coast,55,1,2,0
Franck Kessie,Ivory Coast,77,1,2,0
Frans Putros,Iraq,62,3,0,0
Frantzdy Pierrot,Haiti,7,0,1,0
Frantzdy Pierrot,Haiti,31,0,0,0
Frantzdy Pierrot,Haiti,51,0,0,0
Fredrik André Bjørkan,Norway,61,1,4,0
Fredrik Aursnes,Norway,18,2,1,0
Fredrik Aursnes,Norway,43,1,1,0
Fredrik Aursnes,Norway,61,5,3,0
Fredrik Aursnes,Norway,77,0,1,0
Fredrik Aursnes,Norway,91,2,0,0
Fredrik Aursnes,Norway,99,2,1,0
Frenkie de Jong,Netherlands,10,3,5,0
Frenkie de Jong,Netherlands,33,3,7,0
Frenkie de Jong,Netherlands,58,1,1,0
Frenkie de Jong,Netherlands,76,2,7,0
Gabriel Avalos,Paraguay,32,1,0,0
Gabriel Avalos,Paraguay,59,1,2,0
Gabriel Avalos,Paraguay,75,0,1,0
Gabriel Avalos,Paraguay,90,0,0,0
Gabriel Gudmundsson,Sweden,12,2,4,0
Gabriel Gudmundsson,Sweden,33,0,2,0
Gabriel Gudmundsson,Sweden,57,2,3,0
Gabriel Gudmundsson,Sweden,78,2,2,0
Gabriel Magalhaes,Brazil,6,1,6,0
Gabriel Magalhaes,Brazil,31,0,3,0
Gabriel Magalhaes,Brazil,52,2,3,0
Gabriel Magalhaes,Brazil,74,0,3,0
Gabriel Magalhaes,Brazil,91,2,0,0
Gabriel Martinelli,Brazil,31,0,0,0
Gabriel Martinelli,Brazil,52,0,1,0
Gabriel Martinelli,Brazil,74,0,0,0
Gabriel Martinelli,Brazil,91,0,6,0
Garry Rodrigues,Cape Verde,39,1,0,0
Garry Rodrigues,Cape Verde,63,1,2,0
Gedeon Kalulu,DR Congo,21,1,0,0
Gervane Kastaneer,Curaçao,9,0,0,0
Gervane Kastaneer,Curaçao,35,1,0,0
Gervane Kastaneer,Curaçao,55,0,1,0
Gessime Yassine,Morocco,51,1,2,0
Gessime Yassine,Morocco,76,2,2,0
Gessime Yassine,Morocco,97,0,1,0
Ghislain Konan,Ivory Coast,11,0,3,0
Ghislain Konan,Ivory Coast,34,1,4,0
Ghislain Konan,Ivory Coast,77,2,9,0
Gi-Hyuk Lee,South Korea,2,0,8,0
Gi-Hyuk Lee,South Korea,28,2,2,0
Gi-Hyuk Lee,South Korea,54,2,4,0
Gideon Mensah,Ghana,23,0,4,0
Gideon Mensah,Ghana,46,5,4,0
Gideon Mensah,Ghana,67,1,2,0
Gideon Mensah,Ghana,88,1,7,0
Gilberto Mora,Mexico,1,0,0,0
Gilberto Mora,Mexico,53,0,1,0
Gilberto Mora,Mexico,79,1,5,0
Gilberto Mora,Mexico,92,2,1,0
Gilson Tavares,Cape Verde,39,0,3,0
Gilson Tavares,Cape Verde,87,0,0,0
Giovani Lo Celso,Argentina,72,1,4,0
Giovanni Reyna,USA,4,0,1,0
Giovanni Reyna,USA,29,0,0,0
Giovanni Reyna,USA,60,0,2,0
Giovanni Reyna,USA,82,0,0,0
Giovanni Reyna,USA,94,1,4,0
Giuliano Simeone,Argentina,72,2,2,0
Giuliano Simeone,Argentina,102,2,4,0
Giuliano Simeone,Argentina,104,2,3,0
Godfried Roemeratoe,Curaçao,35,0,2,0
Gonçalo Ramos,Portugal,21,0,0,0
Gonçalo Ramos,Portugal,84,0,0,0
Gonzalo Montiel,Argentina,19,2,0,0
Gonzalo Montiel,Argentina,87,0,0,0
Gonzalo Montiel,Argentina,95,0,0,0
Gonzalo Montiel,Argentina,100,0,0,0
Gonzalo Montiel,Argentina,102,0,0,0
Gonzalo Montiel,Argentina,104,1,2,0
Gonzalo Plata,Ecuador,11,3,8,0
Gonzalo Plata,Ecuador,35,2,6,0
Gonzalo Plata,Ecuador,56,3,5,0
Gonzalo Plata,Ecuador,79,1,4,0
Granit Xhaka,Switzerland,5,0,9,0
Granit Xhaka,Switzerland,26,2,8,0
Granit Xhaka,Switzerland,50,1,7,0
Granit Xhaka,Switzerland,85,2,8,0
Granit Xhaka,Switzerland,96,0,5,0
Granit Xhaka,Switzerland,100,0,7,0
Grant Hanley,Scotland,7,1,0,0
Grant Hanley,Scotland,30,0,4,0
Gregor Kobel,Switzerland,5,0,8,3
Gregor Kobel,Switzerland,26,0,6,2
Gregor Kobel,Switzerland,50,0,11,6
Gregor Kobel,Switzerland,85,0,8,2
Gregor Kobel,Switzerland,96,0,9,3
Gregor Kobel,Switzerland,100,0,12,4
Gue-sung Cho,South Korea,28,0,0,0
Gue-sung Cho,South Korea,54,0,1,0
Guela Doue,Ivory Coast,11,1,6,0
Guela Doue,Ivory Coast,34,0,0,0
Guela Doue,Ivory Coast,55,1,5,0
Guela Doue,Ivory Coast,77,4,3,0
Guillermo Martinez,Mexico,53,0,2,0
Guillermo Martinez,Mexico,92,0,0,0
Guillermo Ochoa,Mexico,53,0,0,0
Guillermo Varela,Uruguay,15,0,0,0
Guillermo Varela,Uruguay,39,2,3,0
Guillermo Varela,Uruguay,64,0,0,0
Gustaf Lagerbielke,Sweden,12,0,1,0
Gustaf Lagerbielke,Sweden,33,9,3,0
Gustaf Lagerbielke,Sweden,57,2,4,0
Gustaf Lagerbielke,Sweden,78,2,2,0
Gustaf Nilsson,Sweden,78,0,1,0
Gustavo Caballero,Paraguay,75,1,3,0
Gustavo Caballero,Paraguay,90,3,0,0
Gustavo Gomez,Paraguay,4,1,0,0
Gustavo Gomez,Paraguay,32,0,0,0
Gustavo Gomez,Paraguay,59,2,2,0
Gustavo Gomez,Paraguay,75,1,0,0
Gustavo Gomez,Paraguay,90,1,2,0
Gustavo Puerta,Colombia,24,0,4,0
Gustavo Puerta,Colombia,48,1,2,0
Gustavo Puerta,Colombia,69,1,4,0
Gustavo Puerta,Colombia,88,0,2,0
Gustavo Puerta,Colombia,96,1,6,0
Gustavo Velazquez,Paraguay,4,0,1,0
Gustavo Velazquez,Paraguay,32,0,0,0
Gustavo Velazquez,Paraguay,59,0,3,0
Gustavo Velazquez,Paraguay,75,0,1,0
Gustavo Velazquez,Paraguay,90,1,0,0
Guus Til,Netherlands,33,0,0,0
Habib Diarra,Senegal,17,0,2,0
Habib Diarra,Senegal,62,2,2,0
Habib Diarra,Senegal,81,1,4,0
Haissem Hassan,Egypt,86,0,2,0
Haissem Hassan,Egypt,95,1,0,0
Haji Wright,USA,29,0,0,0
Haji Wright,USA,94,0,0,0
Hakan Calhanoglu,Turkiye,8,0,7,0
Hakan Calhanoglu,Türkiye,32,4,6,0
Hamdy Fathy,Egypt,14,4,1,0
Hamdy Fathy,Egypt,40,2,2,0
Hamdy Fathy,Egypt,86,1,1,0
Hamdy Fathy,Egypt,95,4,1,0
Hamza Abdelkarim,Egypt,14,0,1,0
Hamza Abdelkarim,Egypt,40,0,0,0
Hamza Abdelkarim,Egypt,65,0,2,0
Hamza Abdelkarim,Egypt,86,0,0,0
Han-Beom Lee,South Korea,2,1,4,0
Han-Beom Lee,South Korea,28,2,3,0
Han-Beom Lee,South Korea,54,1,1,0
Hannes Delcroix,Haiti,7,2,6,0
Hannes Delcroix,Haiti,31,2,3,0
Hannes Delcroix,Haiti,51,1,2,0
Hannibal Mejbri,Tunisia,12,5,4,0
Hannibal Mejbri,Tunisia,36,1,3,0
Hannibal Mejbri,Tunisia,58,1,6,0
Hans Vanaken,Belgium,14,0,0,0
Hans Vanaken,Belgium,38,0,1,0
Hans Vanaken,Belgium,66,0,5,0
Hans Vanaken,Belgium,81,1,3,0
Hans Vanaken,Belgium,94,2,5,0
Hans Vanaken,Belgium,98,0,1,0
Haris Tabakovic,Bosnia and Herzegovina,82,0,1,0
Harry Kane,England,22,1,1,0
Harry Kane,England,46,0,1,0
Harry Kane,England,68,0,5,0
Harry Kane,England,80,0,3,0
Harry Kane,England,92,1,0,0
Harry Kane,England,99,1,4,0
Harry Kane,England,102,0,5,0
Harry Souttar,Australia,8,2,0,0
Harry Souttar,Australia,29,0,2,0
Harry Souttar,Australia,59,0,2,0
Harry Souttar,Australia,86,0,1,0
Hassan Al Haydos,Qatar,5,0,0,0
Hassan Al Haydos,Qatar,49,0,1,0
Hassan Altambakti,Saudi Arabia,15,0,0,0
