player_id,player_name,player_age,playing_role,team_name
845,N'Golo Kanté,35,Midfielder,France
846,Warren Zaïre-Emery,20,Midfielder,France
847,Adrien Rabiot,31,Midfielder,France
848,Maghnes Akliouche,24,Forward,France
849,Manu Koné,25,Midfielder,France
850,Jules Koundé,27,Defender,France
851,William Saliba,25,Defender,France
852,Ibrahima Konaté,27,Defender,France
853,Theo Hernández,28,Defender,France
854,Malo Gusto,23,Defender,France
855,Dayot Upamecano,27,Defender,France
856,Lucas Hernández,30,Defender,France
857,Maxence Lacroix,26,Defender,France
858,Lucas Digne,32,Defender,France
859,Mike Maignan,30,Goalkeeper,France
860,Brice Samba,32,Goalkeeper,France
861,Robin Risser,21,Goalkeeper,France
862,Nicolas Jackson,24,Forward,Senegal
863,Ibrahim Mbaye,18,Forward,Senegal
864,Ismaïla Sarr,28,Forward,Senegal
865,Assane Diao,20,Forward,Senegal
866,Ahmadou Bamba Dieng,26,Forward,Senegal
867,Cherif Ndiaye,30,Forward,Senegal
868,Sadio Mané,34,Forward,Senegal
869,Iliman Ndiaye,26,Forward,Senegal
870,Pape Gueye,27,Midfielder,Senegal
871,Pape Matar Sarr,23,Midfielder,Senegal
872,Idrissa Gana Gueye,36,Midfielder,Senegal
873,Lamine Camara,22,Midfielder,Senegal
874,Krépin Diatta,27,Forward,Senegal
875,Habib Diarra,22,Midfielder,Senegal
876,Bara Sapoko Ndiaye,18,Midfielder,Senegal
877,Pathé Ismaël Ciss,32,Midfielder,Senegal
878,Mamadou Sarr,20,Defender,Senegal
879,Kalidou Koulibaly,34,Defender,Senegal
880,El Hadji Malick Diouf,21,Defender,Senegal
881,Moussa Niakhaté,30,Defender,Senegal
882,Ismail Jakobs,26,Defender,Senegal
883,Antoine Mendy,22,Defender,Senegal
884,Abdoulaye Seck,34,Defender,Senegal
885,Edouard Mendy,34,Goalkeeper,Senegal
886,Mory Diaw,32,Goalkeeper,Senegal
887,Yehvann Diouf,26,Goalkeeper,Senegal
888,Ali Al-Hamadi,24,Forward,Iraq
889,Aymen Hussein,30,Forward,Iraq
890,Mohanad Ali,25,Forward,Iraq
891,Ali Yousif,30,Forward,Iraq
892,Ali Jasim,22,Forward,Iraq
893,Zidane Iqbal,23,Midfielder,Iraq
894,Youssef Amyn,22,Forward,Iraq
895,Ibrahim Bayesh,26,Midfielder,Iraq
896,Amir Al-Ammari,28,Midfielder,Iraq
897,Marko Farji,22,Midfielder,Iraq
898,Ahmed Qasem,22,Midfielder,Iraq
899,Aimar Sher,23,Midfielder,Iraq
900,Kevin Yakob,25,Midfielder,Iraq
901,Zaid Ismail,24,Midfielder,Iraq
902,Merchas Doski,26,Defender,Iraq
903,Hussein Ali,24,Defender,Iraq
904,Akam Hashem,27,Defender,Iraq
905,Frans Putros,32,Defender,Iraq
906,Rebin Sulaka,34,Defender,Iraq
907,Zaid Tahseen,25,Defender,Iraq
908,Mustafa Saadoon,25,Defender,Iraq
909,Ahmed Hasan Maknazi,24,Defender,Iraq
910,Manaf Younis,29,Defender,Iraq
911,Jalal Hassan,35,Goalkeeper,Iraq
912,Ahmed Basil,29,Goalkeeper,Iraq
913,Fahad Talib,31,Goalkeeper,Iraq
914,Erling Haaland,25,Forward,Norway
915,Alexander Sørloth,30,Forward,Norway
916,Antonio Nusa,21,Forward,Norway
917,Jens Petter Hauge,26,Forward,Norway
918,Jørgen Strand Larsen,26,Forward,Norway
919,Martin Ødegaard,27,Midfielder,Norway
920,Oscar Bobb,22,Forward,Norway
921,Andreas Schjelderup,22,Forward,Norway
922,Fredrik Aursnes,30,Midfielder,Norway
923,Thelo Aasgaard,24,Midfielder,Norway
924,Julian Ryerson,28,Midfielder,Norway
925,Patrick Berg,28,Midfielder,Norway
926,Sander Berge,28,Midfielder,Norway
927,Kristian Thorstvedt,27,Midfielder,Norway
928,Morten Thorsby,30,Midfielder,Norway
929,Marcus Pedersen,25,Midfielder,Norway
930,Leo Østigård,26,Defender,Norway
931,Kristoffer Ajer,28,Defender,Norway
932,David Møller Wolfe,24,Defender,Norway
933,Torbjørn Heggem,27,Defender,Norway
934,Fredrik André Bjørkan,27,Defender,Norway
935,Henrik Sælebakke Falchener,23,Defender,Norway
936,Sondre Langås,25,Defender,Norway
937,Ørjan Nyland,35,Goalkeeper,Norway
938,Sander Tangvik,23,Goalkeeper,Norway
939,Egil Selvik,28,Goalkeeper,Norway
940,Lionel Messi,38,Forward,Argentina
941,Julián Alvarez,26,Forward,Argentina
942,Lautaro Martínez,28,Forward,Argentina
943,José Manuel López,25,Forward,Argentina
944,Enzo Fernández,25,Midfielder,Argentina
945,Nico Paz,21,Midfielder,Argentina
946,Alexis Mac Allister,27,Midfielder,Argentina
947,Rodrigo De Paul,32,Midfielder,Argentina
948,Thiago Almada,25,Midfielder,Argentina
949,Leandro Paredes,31,Midfielder,Argentina
950,Giuliano Simeone,23,Midfielder,Argentina
951,Nicolás González,28,Midfielder,Argentina
952,Giovani Lo Celso,30,Midfielder,Argentina
953,Valentín Barco,21,Midfielder,Argentina
954,Exequiel Palacios,27,Midfielder,Argentina
955,Lisandro Martínez,28,Defender,Argentina
956,Cristian Romero,28,Defender,Argentina
957,Nicolás Otamendi,38,Defender,Argentina
958,Nahuel Molina,28,Defender,Argentina
959,Nicolás Tagliafico,33,Defender,Argentina
960,Gonzalo Montiel,29,Defender,Argentina
961,Facundo Medina,27,Defender,Argentina
962,Emiliano Martínez,33,Goalkeeper,Argentina
963,Juan Musso,32,Goalkeeper,Argentina
964,Gerónimo Rulli,34,Goalkeeper,Argentina
965,Ibrahim Maza,20,Forward,Algeria
966,Mohamed Amoura,26,Forward,Algeria
967,Amine Gouiri,26,Forward,Algeria
968,Farès Ghedjemis,23,Forward,Algeria
969,Ahmed Nadhir Benbouali,26,Forward,Algeria
970,Riyad Mahrez,35,Forward,Algeria
971,Anis Hadj Moussa,24,Forward,Algeria
972,Farès Chaïbi,23,Midfielder,Algeria
973,Houssem Aouar,27,Midfielder,Algeria
974,Hicham Boudaoui,26,Midfielder,Algeria
975,Adil Boulbina,23,Midfielder,Algeria
976,Nabil Bentaleb,31,Midfielder,Algeria
977,Ramiz Zerrouki,28,Midfielder,Algeria
978,Rafik Belghali,24,Midfielder,Algeria
979,Yassine Titraoui,22,Midfielder,Algeria
980,Rayan Aït-Nouri,25,Defender,Algeria
981,Ramy Bensebaini,31,Defender,Algeria
982,Aïssa Mandi,34,Defender,Algeria
983,Jaouen Hadjam,23,Defender,Algeria
984,Samir Sophian Chergui,27,Defender,Algeria
985,Mohamed Tougai,26,Defender,Algeria
986,Zineddine Belaid,27,Defender,Algeria
987,Achref Abada,26,Defender,Algeria
988,Luca Zidane,28,Goalkeeper,Algeria
989,Oussama Benbot,31,Goalkeeper,Algeria
990,Melvin Mastil,26,Goalkeeper,Algeria
991,Marko Arnautović,37,Forward,Austria
992,Michael Gregoritsch,32,Forward,Austria
993,Saša Kalajdžić,28,Forward,Austria
994,Carney Chukwuemeka,22,Midfielder,Austria
995,Marcel Sabitzer,32,Midfielder,Austria
996,Paul Wanner,20,Midfielder,Austria
997,Nicolas Seiwald,25,Midfielder,Austria
998,Xaver Schlager,28,Midfielder,Austria
999,Patrick Wimmer,25,Forward,Austria
1000,Romano Schmid,26,Midfielder,Austria
1001,Florian Grillitsch,30,Midfielder,Austria
1002,Alexander Prass,25,Midfielder,Austria
1003,Phillipp Mwene,32,Midfielder,Austria
1004,Alessandro Schöpf,32,Midfielder,Austria
1005,David Alaba,33,Defender,Austria
1006,Konrad Laimer,29,Defender,Austria
1007,Kevin Danso,27,Defender,Austria
1008,Stefan Posch,29,Defender,Austria
1009,David Affengruber,25,Defender,Austria
1010,Philipp Lienhart,29,Defender,Austria
1011,Marco Friedl,28,Defender,Austria
1012,Michael Svoboda,27,Defender,Austria
1013,Patrick Pentz,29,Goalkeeper,Austria
1014,Alexander Schlager,30,Goalkeeper,Austria
1015,Florian Wiegele,25,Goalkeeper,Austria
1016,Mousa Tamari,29,Forward,Jordan
1017,Odeh Fakhoury,20,Forward,Jordan
1018,Ali Olwan,26,Forward,Jordan
1019,Mohammad Abu Zrayq,28,Forward,Jordan
1020,Ali Al Azaizah,22,Midfielder,Jordan
1021,Mohannad Abu Taha,23,Midfielder,Jordan
1022,Nizar Mahmoud Al-Rashdan,27,Midfielder,Jordan
1023,Mahmoud Al-Mardi,32,Midfielder,Jordan
1024,Noor Al-Deen Al Rawabdeh,29,Midfielder,Jordan
1025,Amer Jamous,23,Midfielder,Jordan
1026,Ehsan Haddad,32,Midfielder,Jordan
1027,Ibrahim Sadeh,26,Midfielder,Jordan
1028,Rajaei Ayed,32,Midfielder,Jordan
1029,Mohammad Al Daoud,34,Midfielder,Jordan
1030,Yazan Al-Arab,30,Defender,Jordan
1031,Abdallah Nasib,32,Defender,Jordan
1032,Mo Abualnadi,25,Defender,Jordan
1033,Mohammad Ali Hasheesh,31,Defender,Jordan
1034,Saad Al Rousan,29,Defender,Jordan
1035,Saleem Obaid,34,Defender,Jordan
1036,Husam Ali Mohammad Abudahab,26,Defender,Jordan
1037,Mohammad Taha,20,Defender,Jordan
1038,Anas Badawi,28,Defender,Jordan
1039,Yazeed Abu Laila,33,Goalkeeper,Jordan
1040,Abdallah Al-Fakhouri,26,Goalkeeper,Jordan
1041,Noureddin Bani Ateyah,33,Goalkeeper,Jordan
1042,Cristiano Ronaldo,41,Forward,Portugal
1043,João Félix,26,Forward,Portugal
1044,Rafael Leão,27,Forward,Portugal
1045,Gonçalo Ramos,24,Forward,Portugal
1046,Francisco Conceição,23,Forward,Portugal
1047,Bruno Fernandes,31,Midfielder,Portugal
1048,Vitinha,26,Midfielder,Portugal
1049,Bernardo Silva,31,Midfielder,Portugal
1050,João Neves,21,Midfielder,Portugal
1051,Pedro Neto,26,Forward,Portugal
1052,Rúben Neves,29,Midfielder,Portugal
1053,Francisco Trincão,26,Forward,Portugal
1054,Gonçalo Guedes,29,Forward,Portugal
1055,Samú Costa,25,Midfielder,Portugal
1056,João Cancelo,32,Defender,Portugal
1057,Nuno Mendes,23,Defender,Portugal
1058,Rúben Dias,29,Defender,Portugal
1059,Diogo Dalot,27,Defender,Portugal
1060,Matheus Nunes,27,Defender,Portugal
1061,Renato Veiga,22,Defender,Portugal
1062,Nélson Semedo,32,Defender,Portugal
1063,Gonçalo Inácio,24,Defender,Portugal
1064,Tomás Araújo,24,Defender,Portugal
1065,Diogo Costa,26,Goalkeeper,Portugal
1066,José Sá,33,Goalkeeper,Portugal
1067,Rui Silva,32,Goalkeeper,Portugal
1068,Yoane Wissa,29,Forward,DR Congo
1069,Cédric Bakambu,35,Forward,DR Congo
1070,Fiston Mayele,31,Forward,DR Congo
1071,Meschak Elia,28,Forward,DR Congo
1072,Simon Banza,29,Forward,DR Congo
1073,Théo Bongonda,30,Forward,DR Congo
1074,Noah Sadiki,21,Midfielder,DR Congo
1075,Charles Pickel,29,Midfielder,DR Congo
1076,Ngal'ayel Mukau,21,Midfielder,DR Congo
1077,Nathanaël Mbuku,24,Forward,DR Congo
1078,Samuel Moutoussamy,29,Midfielder,DR Congo
1079,Brian Cipenga,28,Midfielder,DR Congo
1080,Edo Kayembe,28,Midfielder,DR Congo
1081,Gaël Kakuta,34,Midfielder,DR Congo
1082,Aaron Tshibola,31,Midfielder,DR Congo
1083,Chancel Mbemba,31,Defender,DR Congo
1084,Aaron Wan-Bissaka,28,Defender,DR Congo
1085,Arthur Masuaku,32,Defender,DR Congo
1086,Axel Tuanzebe,28,Defender,DR Congo
1087,Joris Kayembe,31,Defender,DR Congo
1088,Dylan Batubinsika,30,Defender,DR Congo
1089,Gedeon Kalulu,28,Defender,DR Congo
1090,Steve Kapuadi,28,Defender,DR Congo
1091,Lionel Mpasi Nzau,31,Goalkeeper,DR Congo
1092,Matthieu Epolo,21,Goalkeeper,DR Congo
1093,Timothy Fayulu,26,Goalkeeper,DR Congo
1094,Eldor Shomurodov,30,Forward,Uzbekistan
1095,Igor Sergeev,33,Forward,Uzbekistan
1096,Abbosbek Fayzullaev,22,Forward,Uzbekistan
1097,Oston Urunov,25,Forward,Uzbekistan
1098,Jaloliddin Masharipov,32,Forward,Uzbekistan
1099,Otabek Shukurov,29,Midfielder,Uzbekistan
1100,Odiljon Khamrobekov,30,Midfielder,Uzbekistan
1101,Akmal Mozgovoy,26,Midfielder,Uzbekistan
1102,Azizjon Ganiev,28,Midfielder,Uzbekistan
1103,Jamshid Iskandarov,32,Midfielder,Uzbekistan
1104,Abdulla Abdullaev,28,Midfielder,Uzbekistan
1105,Azizbek Amanov,28,Midfielder,Uzbekistan
1106,Sherzod Esanov,23,Midfielder,Uzbekistan
1107,Dostonbek Khamdamov,29,Forward,Uzbekistan
1108,Abdukodir Khusanov,22,Defender,Uzbekistan
1109,Rustam Ashurmatov,29,Defender,Uzbekistan
1110,Khozhiakbar Alizhonov,29,Defender,Uzbekistan
1111,Sherzod Nasrullaev,27,Defender,Uzbekistan
1112,Farrukh Sayfiev,35,Defender,Uzbekistan
1113,Jakhongir Urozov,22,Defender,Uzbekistan
1114,Umarbek Eshmuradov,33,Defender,Uzbekistan
1115,Bekhruz Karimov,18,Defender,Uzbekistan
1116,Avazbek Ulmasaliyev,26,Defender,Uzbekistan
1117,Abduvokhid Nematov,25,Goalkeeper,Uzbekistan
1118,Utkir Yusupov,35,Goalkeeper,Uzbekistan
1119,Botirali Ergashev,30,Goalkeeper,Uzbekistan
1120,Luis Javier Suárez,28,Forward,Colombia
1121,Cucho Hernández,27,Forward,Colombia
1122,Jhon Córdoba,33,Forward,Colombia
1123,Luis Díaz,29,Forward,Colombia
1124,James Rodríguez,34,Midfielder,Colombia
1125,Richard Ríos,26,Midfielder,Colombia
1126,Jhon Arias,28,Forward,Colombia
1127,Jorge Carrascal,28,Midfielder,Colombia
1128,Juan Fernando Quintero,33,Midfielder,Colombia
1129,Daniel Muñoz,30,Midfielder,Colombia
1130,Andrés Gómez,23,Forward,Colombia
1131,Jefferson Lerma,31,Midfielder,Colombia
1132,Kevin Castaño,25,Midfielder,Colombia
1133,Gustavo Puerta,22,Midfielder,Colombia
1134,Jaminton Campaz,26,Forward,Colombia
1135,Juan Portilla,27,Midfielder,Colombia
1136,Davinson Sánchez,29,Defender,Colombia
1137,Yerry Mina,31,Defender,Colombia
1138,Jhon Lucumí,27,Defender,Colombia
1139,Johan Mojica,33,Defender,Colombia
1140,Santiago Arias,34,Defender,Colombia
1141,Deiver Machado,32,Defender,Colombia
1142,Willer Ditta,29,Defender,Colombia
1143,David Ospina,37,Goalkeeper,Colombia
1144,Camilo Vargas,37,Goalkeeper,Colombia
1145,Álvaro Montero,31,Goalkeeper,Colombia
1146,Marcus Rashford,28,Forward,England
1147,Harry Kane,32,Forward,England
1148,Bukayo Saka,24,Forward,England
1149,Anthony Gordon,25,Forward,England
1150,Noni Madueke,24,Forward,England
1151,Ollie Watkins,30,Forward,England
1152,Ivan Toney,30,Forward,England
1153,Jude Bellingham,22,Midfielder,England
1154,Declan Rice,27,Midfielder,England
1155,Eberechi Eze,27,Forward,England
1156,Kobbie Mainoo,21,Midfielder,England
1157,Morgan Rogers,23,Forward,England
1158,Elliot Anderson,23,Midfielder,England
1159,Jordan Henderson,35,Midfielder,England
1160,Reece James,26,Defender,England
1161,Nico O'Reilly,21,Defender,England
1162,Marc Guéhi,25,Defender,England
1163,John Stones,32,Defender,England
1164,Jarell Quansah,23,Defender,England
1165,Tino Livramento,23,Defender,England
1166,Djed Spence,25,Defender,England
1167,Dan Burn,34,Defender,England
1168,Ezri Konsa,28,Defender,England
1169,James Trafford,23,Goalkeeper,England
1170,Jordan Pickford,32,Goalkeeper,England
1171,Dean Henderson,29,Goalkeeper,England
1172,Ante Budimir,34,Forward,Croatia
1173,Andrej Kramarić,34,Forward,Croatia
1174,Igor Matanović,23,Forward,Croatia
1175,Petar Musa,28,Forward,Croatia
1176,Luka Modrić,40,Midfielder,Croatia
1177,Mateo Kovačić,32,Midfielder,Croatia
1178,Ivan Perišić,37,Forward,Croatia
1179,Martin Baturina,23,Midfielder,Croatia
1180,Petar Sučić,22,Midfielder,Croatia
1181,Mario Pašalić,31,Midfielder,Croatia
1182,Luka Sučić,23,Midfielder,Croatia
1183,Nikola Vlašić,28,Midfielder,Croatia
1184,Marco Pašalić,25,Forward,Croatia
1185,Toni Fruk,25,Midfielder,Croatia
1186,Nikola Moro,28,Midfielder,Croatia
1187,Kristijan Jakić,29,Midfielder,Croatia
1188,Joško Gvardiol,24,Defender,Croatia
1189,Luka Vušković,19,Defender,Croatia
1190,Josip Stanišić,26,Defender,Croatia
1191,Josip Šutalo,26,Defender,Croatia
1192,Duje Ćaleta-Car,29,Defender,Croatia
1193,Marin Pongračić,28,Defender,Croatia
1194,Martin Erlić,28,Defender,Croatia
1195,Dominik Livaković,31,Goalkeeper,Croatia
1196,Dominik Kotarski,26,Goalkeeper,Croatia
1197,Ivor Pandur,26,Goalkeeper,Croatia
1198,Jordan Ayew,34,Forward,Ghana
1199,Kamaldeen Sulemana,24,Forward,Ghana
1200,Ernest Nuamah,22,Forward,Ghana
1201,Brandon Thomas-Asante,27,Forward,Ghana
1202,Prince Kwabena Adu,22,Forward,Ghana
1203,Augustine Boakye,25,Forward,Ghana
1204,Antoine Semenyo,26,Forward,Ghana
1205,Thomas Partey,32,Midfielder,Ghana
1206,Iñaki Williams,31,Forward,Ghana
1207,Abdul Fatawu Issahaku,22,Forward,Ghana
1208,Kwasi Sibo,27,Midfielder,Ghana
1209,Caleb Yirenkyi,20,Midfielder,Ghana
1210,Christopher Baah,21,Forward,Ghana
1211,Elisha Owusu,28,Midfielder,Ghana
1212,Jonas Adjei Adjetey,22,Defender,Ghana
1213,Gideon Mensah,27,Defender,Ghana
1214,Alidu Seidu,26,Defender,Ghana
1215,Kojo Peprah Oppong,22,Defender,Ghana
1216,Rahman Baba,31,Defender,Ghana
1217,Jerome Opoku,27,Defender,Ghana
1218,Abdul Mumin,28,Defender,Ghana
1219,Marvin Senaya,25,Defender,Ghana
1220,Derrick Luckassen,30,Defender,Ghana
1221,Benjamin Asare,33,Goalkeeper,Ghana
1222,Lawrence Ati Zigi,29,Goalkeeper,Ghana
1223,Joseph Anang,26,Goalkeeper,Ghana
1224,Kadir Barría,18,Forward,Panama
1225,Cecilio Waterman,35,Forward,Panama
1226,José Fajardo,32,Forward,Panama
1227,Tomás Rodríguez,27,Forward,Panama
1228,Adalberto Carrasquilla,27,Midfielder,Panama
1229,Ismael Díaz,29,Forward,Panama
1230,José Luis Rodríguez,27,Forward,Panama
1231,Yoel Bárcenas,32,Forward,Panama
1232,Azarias Londoño,24,Midfielder,Panama
1233,Carlos Harvey,26,Midfielder,Panama
1234,Cristian Martínez,29,Midfielder,Panama
1235,Aníbal Godoy,36,Midfielder,Panama
1236,César Yanis,30,Forward,Panama
1237,Víctor Griffith,25,Midfielder,Panama
1238,Alberto Quintero,38,Forward,Panama
1239,José Manuel Murillo,31,Midfielder,Panama
1240,Amir Murillo,30,Defender,Panama
1241,José Córdoba,25,Defender,Panama
1242,César Blackman,28,Defender,Panama
1243,Andrés Andrade,27,Defender,Panama
1244,Fidel Escobar,31,Defender,Panama
1245,Edgardo Fariña,24,Defender,Panama
1246,Éric Davis,35,Defender,Panama
1247,Roderick Miller,34,Defender,Panama
1248,Jiovany Ramos,29,Defender,Panama
1249,Jorge Gutiérrez,27,Defender,Panama
1250,Iván Anderson,28,Defender,Panama
1251,Orlando Mosquera,31,Goalkeeper,Panama
1252,Luis Mejía,35,Goalkeeper,Panama
1253,JD Gunn,26,Goalkeeper,Panama
1254,César Samudio,32,Goalkeeper,Panama
1255,Arjan Malic,20,Defender,Bosnia and Herzegovina
1256,Marcos Senesi,29,Defender,Argentina
1257,Shuto Machino,26,Forward,Japan
