player_name,team_name,match_no,goals,assists,xg,BCM,dribbles,Chances_Created
Ime Okon,South Africa,1,0,0,0.0,0,0,0
Ime Okon,South Africa,25,0,0,0.0,0,1,1
Ime Okon,South Africa,54,0,0,0.0,0,0,1
Iñaki Williams,Ghana,46,0,0,0.0,0,0,0
Iqraam Rayners,South Africa,1,0,0,0.0,0,0,0
Iqraam Rayners,South Africa,25,0,0,0.06,0,0,0
Iqraam Rayners,South Africa,54,0,0,0.0,0,1,0
Irfan Can Kahveci,Türkiye,60,0,0,0.0,0,0,0
Isak Hien,Sweden,12,0,0,0.0,0,0,0
Isak Hien,Sweden,33,0,0,0.0,0,0,1
Isak Hien,Sweden,57,0,0,0.0,0,0,0
Isidro Pitta,Paraguay,32,0,0,0.0,0,0,0
Ismael Díaz,Panama,23,0,0,0.31,1,1,0
Ismael Díaz,Panama,68,0,0,0.25,0,0,0
Ismael Gharbi,Tunisia,12,0,0,0.0,0,0,0
Ismael Gharbi,Tunisia,36,0,0,0.03,0,0,0
Ismael Gharbi,Tunisia,58,0,0,0.19,0,0,0
Ismael Kone,Canada,3,0,0,0.02,0,0,0
Ismael Kone,Canada,27,0,0,0.05,0,1,1
Ismael Saibari,Morocco,6,1,0,0.71,1,1,0
Ismael Saibari,Morocco,30,1,0,0.23,1,0,1
Ismael Saibari,Morocco,51,1,0,0.81,1,1,1
Ismail Jakobs,Senegal,43,0,0,0.0,0,0,1
Ismail Jakobs,Senegal,62,0,0,0.06,0,0,1
Ismail Yuksek,Türkiye,8,0,0,0.15,0,1,0
Ismail Yuksek,Türkiye,32,0,0,0.08,0,2,0
Ismaïla Sarr,Senegal,17,0,0,0.27,1,2,1
Ismaïla Sarr,Senegal,43,2,0,1.21,1,0,0
Ismaïla Sarr,Senegal,62,1,1,0.62,0,0,2
Israel Reyes,Mexico,1,0,0,0.01,0,0,2
Israel Reyes,Mexico,28,0,0,0.0,0,0,0
Israel Reyes,Mexico,53,0,0,0.03,0,0,0
Issa Diop,Morocco,6,0,0,0.0,0,0,0
Issa Diop,Morocco,30,0,0,0.0,0,0,0
Issa Laye,Qatar,5,0,0,0.08,0,0,0
Issa Laye,Qatar,27,0,0,0.0,0,0,0
Issa Laye,Qatar,49,0,0,0.0,0,0,1
Ivan Basic,Bosnia and Herzegovina,3,0,0,0.0,0,1,4
Ivan Basic,Bosnia and Herzegovina,26,0,0,0.0,0,0,1
Ivan Basic,Bosnia and Herzegovina,49,0,1,0.12,0,1,1
Ivan Perišić,Croatia,22,0,1,0.0,0,0,4
Ivan Perišić,Croatia,47,0,0,0.0,0,0,1
Ivan Perišić,Croatia,67,0,0,0.02,0,0,0
Ivan Sunjic,Bosnia and Herzegovina,3,0,0,0.0,0,0,0
Ivan Sunjic,Bosnia and Herzegovina,26,0,0,0.0,0,0,0
Ivan Sunjic,Bosnia and Herzegovina,49,0,0,0.03,0,0,2
Jack Hendry,Scotland,7,0,0,0.0,0,0,0
Jack Hendry,Scotland,30,0,0,0.0,0,0,0
Jack Hendry,Scotland,52,0,0,0.0,0,0,1
Jackson Irvine,Australia,8,0,0,0.0,0,0,0
Jackson Irvine,Australia,29,0,0,0.0,0,1,0
Jackson Irvine,Australia,59,0,0,0.15,0,0,0
Jackson Porozo,Ecuador,11,0,0,0.0,0,0,0
Jacob Italiano,Australia,8,0,0,0.02,0,0,1
Jacob Italiano,Australia,29,0,0,0.0,0,3,0
Jacob Shaffelburg,Canada,3,0,0,0.0,0,0,1
Jacob Shaffelburg,Canada,27,0,0,0.09,0,0,1
Jacob Shaffelburg,Canada,50,0,0,0.0,0,0,2
Jacob Widell Zetterstrom,Sweden,57,0,0,0.0,0,0,0
Jae-sung Lee,South Korea,2,0,0,0.45,1,0,3
Jae-sung Lee,South Korea,28,0,0,0.0,0,0,0
Jakhongir Urozov,Uzbekistan,24,0,0,0.0,0,0,0
Jakhongir Urozov,Uzbekistan,70,0,0,0.0,0,0,0
Jalal Hassan,Iraq,18,0,0,0.0,0,0,0
Jalal Hassan,Iraq,62,0,0,0.0,0,0,0
Jamal Musiala,Germany,9,1,0,0.29,0,4,2
Jamal Musiala,Germany,34,0,0,0.06,0,2,1
Jamal Musiala,Germany,56,0,0,0.03,0,3,1
James Rodríguez,Colombia,24,0,0,0.09,0,0,0
James Rodríguez,Colombia,48,0,0,0.02,0,0,5
James Rodríguez,Colombia,69,0,0,0.17,0,2,5
Jamie Leweling,Germany,34,0,0,0.02,0,0,0
Jaminton Campaz,Colombia,24,1,0,0.2,0,1,0
Jamiro Monteiro,Cape Verde,13,0,0,0.0,0,0,0
Jamiro Monteiro,Cape Verde,39,0,0,0.09,0,0,1
Jamiro Monteiro,Cape Verde,63,0,0,0.12,0,0,1
Jamshid Iskandarov,Uzbekistan,70,0,0,0.0,0,0,0
Jan Paul van Hecke,Netherlands,10,0,0,0.12,0,0,0
Jan Paul van Hecke,Netherlands,33,0,0,0.0,0,0,0
Jan Paul van Hecke,Netherlands,58,1,0,0.12,0,0,1
Jaouen Hadjam,Algeria,44,0,0,0.0,0,1,0
Jaouen Hadjam,Algeria,71,0,0,0.0,0,2,0
Jarell Quansah,England,68,0,0,0.0,0,0,0
Jaroslav Zeleny,Czechia,2,0,0,0.0,0,1,0
Jaroslav Zeleny,Czechia,25,0,0,0.01,0,1,0
Jason Geria,Australia,8,0,0,0.0,0,0,0
Jason Geria,Australia,29,0,0,0.0,0,0,0
Jassem Gaber Abdulsallam,Qatar,5,0,0,0.0,0,0,0
Jassem Gaber Abdulsallam,Qatar,27,0,0,0.0,0,0,0
Jassem Gaber Abdulsallam,Qatar,49,0,0,0.0,0,0,0
Jayden Adams,South Africa,1,0,0,0.0,0,1,0
Jayden Adams,South Africa,25,0,0,0.0,0,0,1
Jayden Adams,South Africa,54,0,0,0.0,0,0,0
Jean Michael Seri,Ivory Coast,55,0,0,0.0,0,0,0
Jean-Kevin Duverne,Haiti,31,0,0,0.02,0,0,0
Jean-Kevin Duverne,Haiti,51,0,1,0.0,0,1,2
Jean-Philippe Mateta,France,61,0,0,0.0,0,0,0
Jean-Ricner Bellegarde,Haiti,7,0,0,0.16,0,1,2
Jean-Ricner Bellegarde,Haiti,31,0,0,0.0,0,0,1
Jean-Ricner Bellegarde,Haiti,51,0,0,0.12,0,1,0
Jearl Margaritha,Curaçao,9,0,0,0.04,0,0,0
Jearl Margaritha,Curaçao,35,0,0,0.0,0,0,0
Jefferson Lerma,Colombia,24,0,0,0.18,0,0,1
Jefferson Lerma,Colombia,48,0,0,0.0,0,0,1
Jefferson Lerma,Colombia,69,0,0,0.05,0,0,0
Jens Castrop,South Korea,54,0,0,0.0,0,1,1
Jens Petter Hauge,Norway,61,0,0,0.0,0,0,0
Jeremy Antonisse,Curaçao,9,0,0,0.0,0,0,1
Jeremy Antonisse,Curaçao,55,0,0,0.05,0,1,1
Jeremy Doku,Belgium,14,0,0,0.17,0,3,1
Jeremy Doku,Belgium,66,0,0,0.09,0,2,2
Jerome Opoku,Ghana,23,0,0,0.0,0,0,1
Jerome Opoku,Ghana,46,0,0,0.0,0,0,1
Jesper Karlstrom,Sweden,12,0,0,0.0,0,0,1
Jesper Karlstrom,Sweden,33,0,0,0.08,0,1,1
Jesse Randall,New Zealand,16,0,0,0.0,0,0,1
Jesse Randall,New Zealand,40,0,0,0.0,0,1,0
Jesse Randall,New Zealand,66,0,0,0.01,0,0,1
Jesus Gallardo,Mexico,1,0,0,0.04,0,0,0
Jesus Gallardo,Mexico,28,0,0,0.05,0,1,0
Jesus Gallardo,Mexico,53,0,0,0.0,0,0,0
Jhon Arias,Colombia,24,0,0,0.21,0,1,2
Jhon Arias,Colombia,48,0,0,0.1,0,0,1
Jhon Arias,Colombia,69,0,0,0.12,0,2,4
Jhon Córdoba,Colombia,48,0,0,0.0,0,0,0
Jhon Córdoba,Colombia,69,0,0,0.3,1,0,0
Jhon Lucumí,Colombia,24,0,0,0.0,0,0,0
Jhon Lucumí,Colombia,48,0,0,0.05,0,0,0
Jhon Lucumí,Colombia,69,0,0,0.0,0,0,0
Ji-sung Eom,South Korea,2,0,0,0.0,0,0,0
Ji-sung Eom,South Korea,28,0,0,0.0,0,1,1
Jin-gyu Kim,South Korea,2,0,0,0.06,0,0,0
Jin-gyu Kim,South Korea,54,0,0,0.0,0,0,1
Jin-seob Park,South Korea,2,0,0,0.0,0,0,0
Jin-seob Park,South Korea,54,0,0,0.36,1,0,0
Jiovany Ramos,Panama,23,0,0,0.11,0,2,0
Jiovany Ramos,Panama,47,0,0,0.0,0,1,0
João Cancelo,Portugal,21,0,0,0.0,0,2,0
João Cancelo,Portugal,45,0,1,0.03,0,1,2
João Cancelo,Portugal,69,0,0,0.0,0,0,0
João Félix,Portugal,45,0,0,0.4,2,4,0
João Félix,Portugal,69,0,0,0.39,1,0,0
João Neves,Portugal,21,1,0,0.05,0,0,1
João Neves,Portugal,45,0,0,0.0,0,0,0
João Neves,Portugal,69,0,0,0.0,0,0,0
João Paulo,Cape Verde,13,0,0,0.0,0,0,0
João Paulo,Cape Verde,63,0,0,0.08,0,1,0
Joe Bell,New Zealand,16,0,0,0.0,0,1,0
Joe Bell,New Zealand,40,0,0,0.02,0,1,1
Joe Bell,New Zealand,66,0,0,0.0,0,0,0
Joe Scally,USA,29,0,0,0.0,0,0,0
Joe Scally,USA,60,0,0,0.0,0,0,1
Joel Ordonez,Ecuador,11,0,0,0.2,0,0,0
Joel Ordonez,Ecuador,56,0,0,0.0,0,1,0
Johan Manzambi,Switzerland,5,0,0,0.06,0,0,1
Johan Manzambi,Switzerland,26,2,0,0.51,0,1,0
Johan Manzambi,Switzerland,50,1,1,0.2,1,1,1
Johan Mojica,Colombia,24,0,0,0.02,0,0,0
Johan Mojica,Colombia,48,0,0,0.02,0,0,1
Johan Vasquez,Mexico,1,0,0,0.0,0,0,0
Johan Vasquez,Mexico,28,0,0,0.0,0,0,0
John McGinn,Scotland,7,1,0,0.23,1,1,1
John McGinn,Scotland,30,0,0,0.16,1,0,1
John McGinn,Scotland,52,0,0,0.0,0,1,1
John Stones,England,22,0,0,0.0,0,0,0
John Yeboah,Ecuador,11,0,0,0.14,0,1,0
John Yeboah,Ecuador,35,0,0,0.16,0,1,4
John Yeboah,Ecuador,56,0,0,0.0,0,3,3
Johny Placide,Haiti,7,0,0,0.0,0,0,0
Johny Placide,Haiti,31,0,0,0.0,0,0,0
Johny Placide,Haiti,51,0,0,0.0,0,0,0
Jonas Adjei Adjetey,Ghana,23,0,0,0.13,0,0,0
Jonas Adjei Adjetey,Ghana,46,0,0,0.0,0,0,0
Jonas Adjei Adjetey,Ghana,67,0,0,0.0,0,0,1
Jonathan David,Canada,3,0,0,0.39,1,0,0
Jonathan David,Canada,27,3,0,1.98,0,0,0
Jonathan David,Canada,50,0,0,0.22,0,0,2
Jonathan Osorio,Canada,3,0,0,0.0,0,0,0
Jonathan Tah,Germany,9,0,0,0.0,0,0,1
Jonathan Tah,Germany,34,0,0,0.0,0,0,1
Jonathan Tah,Germany,56,0,0,0.0,0,0,0
Jordan Ayew,Ghana,23,0,0,0.0,0,2,1
Jordan Ayew,Ghana,46,0,0,0.0,0,0,0
Jordan Ayew,Ghana,67,0,0,0.0,0,0,0
Jordan Bos,Australia,8,0,0,0.08,0,1,1
Jordan Bos,Australia,29,0,0,0.0,0,2,0
Jordan Bos,Australia,59,0,0,0.17,0,4,3
Jordan Henderson,England,68,0,0,0.0,0,0,0
Jordan Pickford,England,22,0,0,0.0,0,0,0
Jordan Pickford,England,46,0,0,0.0,0,0,0
Jordan Pickford,England,68,0,0,0.0,0,0,0
Jordy Alcivar,Ecuador,35,0,0,0.04,0,0,0
Jordy Caicedo,Ecuador,35,0,0,0.0,0,0,0
Jordy Caicedo,Ecuador,56,0,0,0.0,0,0,0
Jorge Gutiérrez,Panama,68,0,0,0.0,0,0,1
Jorge Sanchez,Mexico,28,0,0,0.0,0,1,0
Jorge Sanchez,Mexico,53,0,1,0.03,0,1,3
Jørgen Strand Larsen,Norway,61,0,0,1.04,2,1,2
Joris Kayembe,DR Congo,21,0,0,0.0,0,0,0
Joris Kayembe,DR Congo,48,0,0,0.02,0,0,1
Joris Kayembe,DR Congo,70,0,0,0.0,0,0,1
Jose Canale,Paraguay,32,0,0,0.0,0,0,0
Jose Canale,Paraguay,59,0,0,0.0,0,0,0
José Córdoba,Panama,23,0,0,0.0,0,1,0
José Córdoba,Panama,47,0,0,0.0,0,0,0
José Córdoba,Panama,68,0,0,0.0,0,0,0
José Fajardo,Panama,23,0,0,0.0,0,0,0
José Fajardo,Panama,47,0,0,0.2,1,0,0
José Fajardo,Panama,68,0,0,0.0,0,0,0
José Luis Rodríguez,Panama,23,0,0,0.0,0,0,0
José Luis Rodríguez,Panama,47,0,0,0.05,0,0,1
José Luis Rodríguez,Panama,68,0,0,0.09,0,1,0
José Manuel López,Argentina,72,0,0,0.02,0,0,0
Joshua Brenet,Curaçao,35,0,0,0.0,0,1,1
Joshua Brenet,Curaçao,55,0,0,0.0,0,1,0
Joshua Kimmich,Germany,9,0,2,0.0,0,0,5
Joshua Kimmich,Germany,34,0,0,0.0,0,0,3
Joshua Kimmich,Germany,56,0,0,0.0,0,0,0
Josip Stanišić,Croatia,22,0,0,0.0,0,1,1
Josip Stanišić,Croatia,47,0,1,0.0,0,1,1
Josip Stanišić,Croatia,67,0,0,0.0,0,0,0
Josip Šutalo,Croatia,22,0,0,0.17,0,1,0
Josip Šutalo,Croatia,47,0,0,0.0,0,0,0
Josip Šutalo,Croatia,67,0,0,0.0,0,1,0
Joško Gvardiol,Croatia,22,0,0,0.2,1,0,0
Joško Gvardiol,Croatia,47,0,0,0.0,0,0,0
Joško Gvardiol,Croatia,67,0,0,0.0,0,0,0
Josue Casimir,Haiti,7,0,0,0.01,0,1,1
Josue Casimir,Haiti,31,0,0,0.0,0,1,0
Josue Casimir,Haiti,51,0,0,0.0,0,1,0
Jovane Cabral,Cape Verde,13,0,0,0.01,0,1,0
Jovo Lukic,Bosnia and Herzegovina,3,1,0,0.69,0,0,0
Jovo Lukic,Bosnia and Herzegovina,26,0,0,0.0,0,0,0
Juan Caceres,Paraguay,4,0,0,0.0,0,1,0
Juan Caceres,Paraguay,32,0,0,0.05,0,2,1
Juan Caceres,Paraguay,59,0,0,0.0,0,0,0
Juan Fernando Quintero,Colombia,24,0,1,0.0,0,0,1
Juan Fernando Quintero,Colombia,48,0,1,0.04,0,0,2
Juan Fernando Quintero,Colombia,69,0,0,0.0,0,0,0
Juan Sanabria,Uruguay,15,0,0,0.11,0,0,2
Juan Sanabria,Uruguay,39,0,0,0.0,0,0,1
Juan Sanabria,Uruguay,64,0,0,0.0,0,0,0
Jude Bellingham,England,22,1,0,0.48,1,1,1
Jude Bellingham,England,46,0,0,0.02,0,0,1
Jude Bellingham,England,68,1,1,0.12,0,3,4
Jules Koundé,France,17,0,0,0.0,0,0,1
Jules Koundé,France,42,0,0,0.0,0,0,1
Jules Koundé,France,61,0,0,0.0,0,0,1
Julián Alvarez,Argentina,19,0,0,0.0,0,0,0
Julián Alvarez,Argentina,41,0,0,0.4,1,0,0
Julián Alvarez,Argentina,72,0,0,0.09,0,0,0
Julian Quinones,Mexico,1,1,0,0.37,0,5,2
Julian Quinones,Mexico,28,0,0,0.06,0,0,2
Julian Quinones,Mexico,53,1,0,0.86,1,0,0
Julian Ryerson,Norway,18,0,0,0.0,0,1,3
Julian Ryerson,Norway,43,0,0,0.0,0,0,1
Julio Enciso,Paraguay,4,0,1,0.05,0,2,1
Julio Enciso,Paraguay,32,0,1,0.09,0,7,4
Julio Enciso,Paraguay,59,0,0,0.07,0,2,0
Juninho Bacuna,Curaçao,9,0,0,0.02,0,3,0
Juninho Bacuna,Curaçao,35,0,0,0.14,0,1,3
Juninho Bacuna,Curaçao,55,0,0,0.08,0,3,3
Junior Alonso,Paraguay,4,0,0,0.0,0,0,1
Junior Alonso,Paraguay,32,0,0,0.0,0,0,0
Junior Alonso,Paraguay,59,0,0,0.0,0,0,0
Junnosuke Suzuki,Japan,36,0,0,0.0,0,0,0
Junya Ito,Japan,10,0,0,0.0,0,0,3
Junya Ito,Japan,36,1,0,0.64,0,1,0
Junya Ito,Japan,57,0,0,0.0,0,0,0
Jurgen Locadia,Curaçao,9,0,0,0.0,0,0,0
Jurgen Locadia,Curaçao,35,0,0,0.11,0,0,0
Jurgen Locadia,Curaçao,55,0,0,0.0,0,0,2
Jurien Gaari,Curaçao,35,0,0,0.0,0,0,1
Jurien Gaari,Curaçao,55,0,0,0.05,0,0,0
Justin Kluivert,Netherlands,58,0,0,0.0,0,0,0
Kaan Ayhan,Türkiye,60,1,0,0.6,0,0,0
Kai Havertz,Germany,9,2,0,1.01,0,0,1
Kai Havertz,Germany,34,0,0,0.21,2,0,0
Kai Havertz,Germany,56,0,0,0.09,0,0,0
Kaishu Sano,Japan,10,0,0,0.0,0,0,0
Kaishu Sano,Japan,36,0,1,0.0,0,0,1
Kalidou Koulibaly,Senegal,17,0,0,0.0,0,0,0
Kalidou Koulibaly,Senegal,43,0,0,0.0,0,0,0
Kamaldeen Sulemana,Ghana,23,0,0,0.0,0,1,1
Kamaldeen Sulemana,Ghana,67,0,0,0.01,0,3,0
Kamogelo Sebelebele,South Africa,25,0,0,0.0,0,1,0
Kang-in Lee,South Korea,2,0,1,0.02,0,5,3
Kang-in Lee,South Korea,28,0,0,0.05,0,4,3
Kang-in Lee,South Korea,54,0,0,0.08,0,2,1
Karim Boudiaf,Qatar,5,0,0,0.02,0,0,0
Karim Boudiaf,Qatar,49,0,0,0.0,0,0,1
Karim Hafez,Egypt,14,0,0,0.0,0,0,0
Keisuke Goto,Japan,36,0,0,0.0,0,0,0
Keito Nakamura,Japan,10,1,0,0.08,0,1,1
Keito Nakamura,Japan,36,0,1,0.02,0,2,1
Keito Nakamura,Japan,57,0,0,0.06,0,2,2
Kelvin Pires,Cape Verde,13,0,0,0.02,0,1,0
Ken Sema,Sweden,57,0,0,0.03,0,0,0
Kenan Yildiz,Türkiye,8,0,0,0.23,0,1,1
Kenan Yildiz,Türkiye,32,0,0,0.22,0,4,4
Kenan Yildiz,Türkiye,60,0,0,0.04,0,0,0
Kenji Gorre,Curaçao,35,0,0,0.0,0,0,0
Kenny McLean,Scotland,7,0,0,0.0,0,0,0
Kenny McLean,Scotland,30,0,0,0.0,0,0,1
Kenny McLean,Scotland,52,0,0,0.02,0,0,0
Kento Shiogai,Japan,10,0,0,0.0,0,0,0
Kerem Akturkoglu,Türkiye,8,0,0,0.29,1,0,1
Kerem Akturkoglu,Türkiye,32,0,0,0.0,0,0,2
Kerim Alajbegovic,Bosnia and Herzegovina,3,0,0,0.0,0,1,0
Kerim Alajbegovic,Bosnia and Herzegovina,26,0,0,0.0,0,1,2
Kerim Alajbegovic,Bosnia and Herzegovina,49,1,0,0.19,0,6,2
Kevin Castaño,Colombia,24,0,0,0.0,0,0,0
Kevin Castaño,Colombia,69,0,0,0.0,0,0,0
Kevin Danso,Austria,20,0,0,0.0,0,1,0
Kevin Danso,Austria,41,0,0,0.0,0,1,1
Kevin Danso,Austria,71,0,0,0.14,1,0,0
Kevin De Bruyne,Belgium,14,0,0,0.27,0,1,2
Kevin De Bruyne,Belgium,38,0,0,0.32,0,2,3
Kevin De Bruyne,Belgium,66,1,0,0.51,0,2,4
Kevin Lenini,Cape Verde,39,1,0,0.04,0,1,2
Kevin Lenini,Cape Verde,63,0,0,0.04,0,1,0
Kevin Rodriguez,Ecuador,11,0,0,0.0,0,0,0
Kevin Rodriguez,Ecuador,35,0,0,0.31,0,0,3
Kevin Rodriguez,Ecuador,56,0,1,0.29,0,0,1
Kevin Yakob,Iraq,62,0,0,0.02,0,1,0
Khalid Al-Ghannam,Saudi Arabia,37,0,0,0.0,0,0,0
Khozhiakbar Alizhonov,Uzbekistan,45,0,0,0.0,0,1,1
Khozhiakbar Alizhonov,Uzbekistan,70,0,0,0.0,0,3,1
Khuliso Mudau,South Africa,1,0,0,0.0,0,0,0
Khuliso Mudau,South Africa,25,0,0,0.0,0,0,1
Khuliso Mudau,South Africa,54,0,0,0.0,0,1,0
Kieran Tierney,Scotland,30,0,0,0.03,0,0,0
Kieran Tierney,Scotland,52,0,0,0.02,0,0,3
Kim Min-jae,South Korea,2,0,0,0.0,0,0,2
Kim Min-jae,South Korea,28,0,0,0.0,0,0,0
Kim Min-jae,South Korea,54,0,0,0.03,0,0,1
Kim Moon-hwan,South Korea,28,0,0,0.0,0,0,0
Kim Seung-gyu,South Korea,2,0,0,0.0,0,0,0
Kim Seung-gyu,South Korea,28,0,0,0.0,0,0,0
Kim Seung-gyu,South Korea,54,0,0,0.0,0,0,0
Ko Itakura,Japan,36,0,1,0.0,0,0,2
Ko Itakura,Japan,57,0,0,0.0,0,0,0
Kojo Peprah Oppong,Ghana,46,0,0,0.0,0,0,0
Kojo Peprah Oppong,Ghana,67,0,0,0.0,0,0,0
Koki Ogawa,Japan,10,0,1,0.05,0,0,1
Koki Ogawa,Japan,57,0,0,0.31,1,0,0
Konrad Laimer,Austria,20,0,0,0.01,0,0,0
Konrad Laimer,Austria,41,0,0,0.0,0,1,0
Konrad Laimer,Austria,71,0,1,0.0,0,1,1
Krépin Diatta,Senegal,17,0,0,0.0,0,3,0
Krépin Diatta,Senegal,43,0,0,0.0,0,1,2
Krépin Diatta,Senegal,62,0,0,0.07,0,2,1
Kristian Thorstvedt,Norway,18,0,0,0.17,0,0,0
Kristian Thorstvedt,Norway,61,0,0,0.02,0,2,0
Kristoffer Ajer,Norway,18,0,0,0.0,0,0,0
Kristoffer Ajer,Norway,43,0,0,0.2,1,0,0
Kristoffer Nordfeldt,Sweden,12,0,0,0.0,0,0,0
Kristoffer Nordfeldt,Sweden,33,0,0,0.0,0,0,0
Kwasi Sibo,Ghana,23,0,0,0.0,0,0,0
Kwasi Sibo,Ghana,46,0,0,0.0,0,0,0
Kwasi Sibo,Ghana,67,0,0,0.0,0,0,0
Kylian Mbappé,France,17,2,0,0.76,1,1,0
Kylian Mbappé,France,42,2,0,1.23,2,2,2
Kylian Mbappé,France,61,0,2,0.29,0,1,4
Ladislav Krejci,Czechia,2,1,0,0.21,0,0,0
Ladislav Krejci,Czechia,25,0,0,0.25,0,1,2
Ladislav Krejci,Czechia,53,0,0,0.0,0,0,0
Lamine Camara,Senegal,17,0,0,0.0,0,1,0
Lamine Camara,Senegal,43,0,0,0.13,0,1,1
Lamine Camara,Senegal,62,0,1,0.0,0,1,4
Lamine Yamal,Spain,13,0,0,0.04,0,2,1
Lamine Yamal,Spain,37,1,0,0.35,0,2,1
Lamine Yamal,Spain,64,0,0,0.03,0,5,1
Laros Duarte,Cape Verde,13,0,0,0.0,0,0,0
Laros Duarte,Cape Verde,39,0,0,0.11,0,1,2
Laros Duarte,Cape Verde,63,0,0,0.63,1,1,3
Lautaro Martínez,Argentina,19,0,0,0.12,0,0,0
Lautaro Martínez,Argentina,41,0,0,0.0,0,0,0
Lautaro Martínez,Argentina,72,1,0,1.37,1,0,1
Lawrence Ati Zigi,Ghana,23,0,0,0.0,0,0,0
Lawrence Shankland,Scotland,7,0,0,0.11,0,0,0
Lawrence Shankland,Scotland,52,0,0,0.13,0,0,3
Leandro Bacuna,Curaçao,9,0,0,0.19,0,1,1
Leandro Bacuna,Curaçao,35,0,0,0.07,0,1,1
Leandro Bacuna,Curaçao,55,0,0,0.13,0,1,2
Leandro Paredes,Argentina,41,0,0,0.0,0,0,0
Leandro Paredes,Argentina,72,0,0,0.0,0,0,0
Leandro Trossard,Belgium,14,0,0,0.2,0,3,3
Leandro Trossard,Belgium,38,0,0,0.06,0,3,6
Leandro Trossard,Belgium,66,2,0,1.23,1,1,4
Lee Tae-seok,South Korea,2,0,0,0.0,0,0,2
Lee Tae-seok,South Korea,54,0,0,0.0,0,1,1
Lenny Joseph,Haiti,7,0,0,0.0,0,0,1
Lenny Joseph,Haiti,31,0,0,0.0,0,1,0
Lenny Joseph,Haiti,51,0,0,0.41,1,3,0
Leo Østigård,Norway,18,1,0,0.28,0,0,0
Leo Østigård,Norway,43,0,0,0.0,0,0,0
Leo Østigård,Norway,61,0,0,0.07,0,0,0
Leon Goretzka,Germany,9,0,0,0.0,0,0,0
Leon Goretzka,Germany,34,0,0,0.0,0,0,0
Leroy Sane,Germany,9,0,0,0.82,1,1,2
Leroy Sane,Germany,34,0,0,0.0,0,1,0
Leroy Sane,Germany,56,1,0,0.27,1,0,1
Lewis Ferguson,Scotland,7,0,0,0.0,0,0,0
Lewis Ferguson,Scotland,30,0,0,0.0,0,0,0
Lewis Ferguson,Scotland,52,0,0,0.05,0,0,1
Liam Millar,Canada,3,0,0,0.0,0,2,1
Liam Millar,Canada,50,0,0,0.02,0,1,2
Liberato Cacace,New Zealand,16,0,0,0.02,0,0,0
Liberato Cacace,New Zealand,40,0,0,0.0,0,2,2
Liberato Cacace,New Zealand,66,0,0,0.0,0,2,0
Lionel Messi,Argentina,19,3,0,1.05,0,0,2
Lionel Messi,Argentina,41,2,0,1.51,1,3,2
Lionel Messi,Argentina,72,1,0,0.12,0,0,2
Lionel Mpasi Nzau,DR Congo,21,0,0,0.0,0,0,0
Lionel Mpasi Nzau,DR Congo,48,0,0,0.0,0,0,0
Lionel Mpasi Nzau,DR Congo,70,0,0,0.0,0,0,0
Lisandro Martínez,Argentina,19,0,0,0.0,0,0,0
Lisandro Martínez,Argentina,41,0,0,0.0,0,0,1
Livano Comenencia,Curaçao,9,1,0,0.09,0,2,0
Livano Comenencia,Curaçao,35,0,0,0.14,0,0,0
Livano Comenencia,Curaçao,55,0,0,0.0,0,0,0
Logan Costa,Cape Verde,13,0,0,0.0,0,0,0
Louicius Don Deedson,Haiti,7,0,0,0.04,0,3,0
Louicius Don Deedson,Haiti,31,0,0,0.0,0,0,1
Louicius Don Deedson,Haiti,51,0,0,0.02,0,1,0
Luc De Fougerolles,Canada,3,0,0,0.0,0,0,0
Luc De Fougerolles,Canada,27,0,0,0.0,0,0,2
Luc De Fougerolles,Canada,50,0,0,0.03,0,0,0
Luca Jaquez,Switzerland,26,0,0,0.0,0,0,0
Luca Jaquez,Switzerland,50,0,0,0.0,0,1,0
Luca Zidane,Algeria,19,0,0,0.0,0,0,0
Luca Zidane,Algeria,44,0,0,0.0,0,0,0
Lucas Bergvall,Sweden,12,0,1,0.09,0,1,1
Lucas Bergvall,Sweden,33,0,0,0.0,0,0,1
Lucas Bergvall,Sweden,57,0,0,0.0,0,0,1
Lucas Digne,France,42,0,0,0.0,0,0,1
Lucas Herrington,Australia,59,0,0,0.0,0,0,0
Lucas Mendes,Qatar,27,0,0,0.0,0,0,0
Lucas Paqueta,Brazil,6,0,0,0.18,0,2,1
Lucas Paqueta,Brazil,31,0,1,0.0,0,0,2
Lucas Paqueta,Brazil,52,0,0,0.07,0,1,4
Luis Chavez,Mexico,1,0,0,0.0,0,0,0
Luis Díaz,Colombia,24,1,1,0.36,1,2,2
Luis Díaz,Colombia,48,0,0,0.29,1,1,2
Luis Díaz,Colombia,69,0,0,0.25,0,0,2
Luis Javier Suárez,Colombia,24,0,0,0.0,0,1,1
Luis Javier Suárez,Colombia,48,0,0,0.03,0,0,0
Luis Javier Suárez,Colombia,69,0,0,0.34,0,0,0
Luis Romo,Mexico,28,1,0,0.07,0,0,1
Luis Romo,Mexico,53,0,1,0.0,0,1,1
Luiz Henrique,Brazil,6,0,0,0.0,0,0,1
Luka Modrić,Croatia,22,0,0,0.0,0,0,0
Luka Modrić,Croatia,47,0,0,0.02,0,0,1
Luka Modrić,Croatia,67,0,1,0.0,0,1,4
Luka Sučić,Croatia,47,0,0,0.05,0,0,0
Luka Vušković,Croatia,22,0,0,0.0,0,1,0
