player_name,team_name,match_no,goals,assists,xg,BCM,dribbles,Chances_Created
Christopher Operi,Ivory Coast,55,0,0,0.0,0,1,0
Cody Gakpo,Netherlands,10,0,0,0.2,0,1,1
Cody Gakpo,Netherlands,33,2,1,1.16,0,2,1
Cody Gakpo,Netherlands,58,0,0,0.12,0,0,1
Connor Metcalfe,Australia,8,1,0,0.03,0,1,1
Connor Metcalfe,Australia,29,0,0,0.04,0,0,0
Connor Metcalfe,Australia,59,0,0,0.02,0,0,1
Cristian Martínez,Panama,23,0,0,0.09,1,0,0
Cristian Martínez,Panama,47,0,0,0.0,0,0,0
Cristian Martínez,Panama,68,0,0,0.0,0,1,3
Cristian Romero,Argentina,19,0,0,0.0,0,0,0
Cristian Romero,Argentina,41,0,0,0.0,0,0,0
Cristian Volpato,Australia,29,0,0,0.15,0,5,1
Cristian Volpato,Australia,59,0,0,0.02,0,3,3
Cristiano Ronaldo,Portugal,21,0,0,0.46,0,0,0
Cristiano Ronaldo,Portugal,45,2,0,1.6,3,0,0
Cristiano Ronaldo,Portugal,69,0,0,0.13,0,0,0
Crysencio Summerville,Netherlands,10,1,0,0.02,0,1,0
Crysencio Summerville,Netherlands,33,1,1,0.09,0,1,1
Crysencio Summerville,Netherlands,58,0,0,0.0,0,1,0
Cyle Larin,Canada,3,1,0,0.21,0,0,1
Cyle Larin,Canada,27,1,0,1.58,2,0,1
Cyle Larin,Canada,50,0,0,0.13,0,1,0
Daichi Kamada,Japan,10,1,0,0.14,0,1,1
Daichi Kamada,Japan,36,1,0,0.73,0,0,1
Daichi Kamada,Japan,57,0,0,0.0,0,1,2
Dailon Rocha Livramento,Cape Verde,13,0,0,0.02,0,0,0
Dailon Rocha Livramento,Cape Verde,63,0,0,0.0,0,0,0
Daizen Maeda,Japan,10,0,0,0.0,0,0,0
Daizen Maeda,Japan,57,1,0,0.68,0,0,1
Damian Bobadilla,Paraguay,4,0,0,0.0,0,0,0
Damian Bobadilla,Paraguay,32,0,0,0.0,0,0,0
Damian Bobadilla,Paraguay,59,0,0,0.0,0,0,0
Dan Ndoye,Switzerland,5,0,0,0.4,1,2,0
Dan Ndoye,Switzerland,26,0,0,0.1,1,3,1
Dan Ndoye,Switzerland,50,0,0,0.0,0,0,0
Dani Olmo,Spain,13,0,0,0.0,0,0,1
Dani Olmo,Spain,37,0,1,0.05,0,1,1
Dani Olmo,Spain,64,0,0,0.17,0,1,0
Daniel Muñoz,Colombia,24,1,0,0.48,0,0,0
Daniel Muñoz,Colombia,48,1,0,0.27,1,0,0
Daniel Muñoz,Colombia,69,0,0,0.0,0,0,1
Daniel Svensson,Sweden,12,0,0,0.0,0,0,0
Daniel Svensson,Sweden,57,0,0,0.01,0,0,0
Danilo,Brazil,6,0,0,0.0,0,0,0
Danilo,Brazil,31,0,0,0.0,0,1,0
Danilo,Brazil,52,0,0,0.0,0,0,1
Danilo Santos,Brazil,6,0,0,0.09,0,0,0
Danilo Santos,Brazil,31,0,0,0.0,0,0,0
Danley Jean Jacques,Haiti,7,0,0,0.0,0,0,1
Danley Jean Jacques,Haiti,31,0,0,0.0,0,0,0
Danley Jean Jacques,Haiti,51,0,0,0.0,0,0,0
Darwin Núñez,Uruguay,15,0,0,0.21,0,0,0
Darwin Núñez,Uruguay,39,0,0,0.0,0,1,1
Darwin Núñez,Uruguay,64,0,0,0.01,1,0,1
David Alaba,Austria,20,0,0,0.02,0,1,0
David Alaba,Austria,41,0,0,0.0,0,0,0
David Alaba,Austria,71,0,1,0.0,0,0,1
David Doudera,Czechia,53,0,0,0.06,0,1,1
David Møller Wolfe,Norway,18,0,1,0.0,0,0,1
David Møller Wolfe,Norway,43,0,0,0.0,0,1,0
David Raum,Germany,9,0,0,0.03,0,0,0
David Raum,Germany,56,0,0,0.0,0,0,2
David Zima,Czechia,25,0,0,0.0,0,0,0
Davinson Sánchez,Colombia,24,0,0,0.06,0,0,2
Davinson Sánchez,Colombia,48,0,0,0.03,0,0,1
Davinson Sánchez,Colombia,69,0,0,0.04,0,0,1
Dayot Upamecano,France,17,0,0,0.0,0,0,1
Dayot Upamecano,France,42,0,0,0.0,0,0,1
Dayot Upamecano,France,61,0,0,0.0,0,2,0
Declan Rice,England,22,0,1,0.04,0,1,4
Declan Rice,England,46,0,0,0.12,0,2,6
Deiver Machado,Colombia,69,0,0,0.0,0,0,1
Denis Visinsky,Czechia,53,0,0,0.23,0,2,0
Denis Zakaria,Switzerland,5,0,0,0.27,0,1,0
Deniz Gul,Türkiye,8,0,0,0.0,0,0,0
Deniz Gul,Türkiye,32,0,0,0.59,2,0,0
Deniz Undav,Germany,9,1,2,0.5,0,0,3
Deniz Undav,Germany,34,2,0,0.99,0,0,2
Deniz Undav,Germany,56,0,0,0.03,0,0,2
Dennis Hadzikadunic,Bosnia and Herzegovina,49,0,1,0.0,0,0,1
Denzel Dumfries,Netherlands,10,0,0,0.0,0,0,2
Denzel Dumfries,Netherlands,33,0,2,0.0,0,0,2
Denzel Dumfries,Netherlands,58,0,0,0.38,0,0,0
Derek Cornelius,Canada,3,0,0,0.06,0,0,0
Derek Cornelius,Canada,27,0,0,0.06,0,0,0
Derek Cornelius,Canada,50,0,0,0.31,1,0,0
Deroy Duarte,Cape Verde,13,0,0,0.0,0,0,1
Deroy Duarte,Cape Verde,39,0,0,0.0,0,0,0
Deroy Duarte,Cape Verde,63,0,0,0.03,0,0,1
Derrick Etienne,Haiti,31,0,0,0.0,0,0,1
Derrick Luckassen,Ghana,67,1,0,0.54,0,0,1
Désiré Doué,France,17,0,0,0.08,0,1,1
Désiré Doué,France,42,0,0,0.0,0,0,0
Désiré Doué,France,61,1,0,0.21,1,2,3
Deveron Fonville,Curaçao,9,0,0,0.0,0,1,0
Deveron Fonville,Curaçao,35,0,0,0.0,0,1,1
Deveron Fonville,Curaçao,55,0,0,0.0,0,3,0
Diego Gomez,Paraguay,4,0,0,0.16,0,1,0
Diego Gomez,Paraguay,32,0,0,0.02,0,2,0
Diego Gomez,Paraguay,59,0,0,0.0,0,0,2
Diney Borges,Cape Verde,13,0,0,0.13,1,0,0
Diney Borges,Cape Verde,39,0,0,0.01,0,1,0
Diney Borges,Cape Verde,63,0,0,0.0,0,0,0
Diogo Costa,Portugal,21,0,0,0.0,0,0,0
Diogo Costa,Portugal,45,0,0,0.0,0,0,0
Diogo Costa,Portugal,69,0,0,0.0,0,0,0
Diogo Dalot,Portugal,69,0,0,0.03,0,1,1
Djed Spence,England,22,0,0,0.54,1,0,0
Djed Spence,England,46,0,0,0.0,0,0,0
Djed Spence,England,68,0,0,0.0,0,0,0
Djibril Sow,Switzerland,26,0,0,0.0,0,0,0
Djibril Sow,Switzerland,50,0,0,0.0,0,0,0
Dodi Lukebakio,Belgium,38,0,0,0.04,0,0,0
Dominik Livaković,Croatia,22,0,0,0.0,0,0,0
Dominik Livaković,Croatia,47,0,0,0.0,0,0,0
Dominik Livaković,Croatia,67,0,0,0.0,0,0,0
Dominique Simon,Haiti,31,0,0,0.03,0,0,0
Dominique Simon,Haiti,51,0,0,0.0,0,0,1
Donyell Malen,Netherlands,10,0,0,0.21,0,2,0
Donyell Malen,Netherlands,33,0,0,0.0,0,0,1
Donyell Malen,Netherlands,58,0,0,0.07,0,2,3
Dostonbek Khamdamov,Uzbekistan,24,0,0,0.06,0,0,1
Dostonbek Khamdamov,Uzbekistan,70,0,0,0.0,0,0,0
Douglas Santos,Brazil,6,0,0,0.0,0,1,1
Douglas Santos,Brazil,31,0,0,0.1,1,0,0
Douglas Santos,Brazil,52,0,0,0.04,0,0,0
Duckens Nazon,Haiti,51,0,0,0.05,0,1,0
Dylan Bronn,Tunisia,36,0,0,0.0,0,0,0
Dzenis Burnic,Bosnia and Herzegovina,3,0,0,0.01,0,0,0
Dzenis Burnic,Bosnia and Herzegovina,49,0,0,0.0,0,0,0
Eberechi Eze,England,46,0,0,0.0,0,0,1
Eberechi Eze,England,68,0,0,0.04,0,0,0
Ederson,Brazil,31,0,0,0.25,1,0,0
Edin Dzeko,Bosnia and Herzegovina,26,0,0,0.12,0,0,0
Edin Dzeko,Bosnia and Herzegovina,49,0,0,0.11,1,0,0
Edmilson Junior,Qatar,5,0,0,0.39,1,1,0
Edmilson Junior,Qatar,27,0,0,0.18,0,0,0
Edmilson Junior,Qatar,49,0,1,0.0,0,1,2
Edo Kayembe,DR Congo,21,0,0,0.03,0,2,1
Edo Kayembe,DR Congo,48,0,0,0.02,0,0,0
Édouard Mendy,Senegal,17,0,0,0.0,0,0,0
Edouard Mendy,Senegal,43,0,0,0.0,0,0,0
Edson Alvarez,Mexico,1,0,0,0.0,0,0,0
Edson Alvarez,Mexico,28,0,0,0.0,0,1,0
Edson Alvarez,Mexico,53,0,0,0.0,0,0,0
Egil Selvik,Norway,61,0,0,0.0,0,0,0
Ehsan Haddad,Jordan,20,0,0,0.02,0,0,2
Ehsan Haddad,Jordan,44,0,0,0.0,0,0,0
Ehsan Haddad,Jordan,72,0,1,0.0,0,0,1
Ehsan Hajsafi,Iran,16,0,0,0.03,0,0,0
Ehsan Hajsafi,Iran,38,0,0,0.0,0,0,0
El Hadji Malick Diouf,Senegal,17,0,0,0.0,0,0,1
El Hadji Malick Diouf,Senegal,43,0,0,0.0,0,1,0
Eldor Shomurodov,Uzbekistan,24,0,0,0.06,0,0,0
Eldor Shomurodov,Uzbekistan,45,0,0,0.03,0,1,4
Eldor Shomurodov,Uzbekistan,70,1,0,0.16,0,0,0
Elias Achouri,Tunisia,12,0,0,0.01,0,0,0
Elias Achouri,Tunisia,36,0,0,0.0,0,0,0
Elias Achouri,Tunisia,58,0,0,0.08,0,0,0
Elias Saad,Tunisia,12,0,0,0.03,0,1,0
Elias Saad,Tunisia,36,0,0,0.0,0,0,0
Elijah Just,New Zealand,16,2,0,0.31,0,1,1
Elijah Just,New Zealand,40,0,0,0.05,0,1,0
Elijah Just,New Zealand,66,1,0,0.15,0,2,0
Elisha Owusu,Ghana,23,0,0,0.0,0,0,0
Elisha Owusu,Ghana,67,0,0,0.0,0,1,0
Elliot Anderson,England,22,0,1,0.04,0,0,1
Elliot Anderson,England,46,0,0,0.12,0,0,0
Elliot Anderson,England,68,0,0,0.03,0,2,0
Elliot Stroud,Sweden,12,0,0,0.0,0,0,0
Elliot Stroud,Sweden,33,0,0,0.0,0,0,1
Elliot Stroud,Sweden,57,0,0,0.0,0,0,1
Ellyes Skhiri,Tunisia,12,0,0,0.0,0,0,0
Ellyes Skhiri,Tunisia,36,0,0,0.0,0,0,0
Ellyes Skhiri,Tunisia,58,0,0,0.0,0,0,0
Eloy Room,Curaçao,9,0,0,0.0,0,0,0
Eloy Room,Curaçao,35,0,0,0.0,0,0,0
Eloy Room,Curaçao,55,0,0,0.0,0,0,0
Elye Wahi,Ivory Coast,11,0,0,0.49,2,0,0
Elye Wahi,Ivory Coast,55,0,0,0.26,1,0,0
Emam Ashour,Egypt,14,1,0,0.22,1,1,1
Emam Ashour,Egypt,40,0,0,0.41,1,1,2
Emam Ashour,Egypt,65,0,0,0.0,0,0,0
Emiliano Martínez,Argentina,19,0,0,0.0,0,0,0
Emiliano Martínez,Argentina,41,0,0,0.0,0,0,0
Emiliano Martínez,Argentina,72,0,0,0.0,0,0,0
Emmanuel Agbadou,Ivory Coast,11,0,0,0.0,0,0,0
Emmanuel Agbadou,Ivory Coast,34,0,0,0.0,0,0,0
Endrick,Brazil,31,0,0,0.0,0,0,0
Endrick,Brazil,52,0,0,0.0,0,0,0
Enner Valencia,Ecuador,11,0,0,0.03,0,0,0
Enner Valencia,Ecuador,35,0,0,1.5,4,0,0
Enner Valencia,Ecuador,56,0,0,0.07,0,0,0
Enzo Fernández,Argentina,19,0,0,0.0,0,0,1
Enzo Fernández,Argentina,41,0,0,0.17,0,1,1
Eren Elmali,Türkiye,32,0,0,0.0,0,1,1
Eren Elmali,Türkiye,60,0,0,0.0,0,2,1
Éric Davis,Panama,47,0,0,0.0,0,0,0
Éric Davis,Panama,68,0,0,0.01,0,0,0
Erik Lira,Mexico,1,0,1,0.0,0,0,1
Erik Lira,Mexico,28,0,0,0.0,0,1,0
Erling Haaland,Norway,18,2,0,1.85,2,1,1
Erling Haaland,Norway,43,2,0,0.84,1,0,2
Ermedin Demirovic,Bosnia and Herzegovina,3,0,0,0.02,1,0,0
Ermedin Demirovic,Bosnia and Herzegovina,26,0,0,0.0,0,0,0
Ermedin Demirovic,Bosnia and Herzegovina,49,0,0,0.02,0,1,0
Ermin Mahmic,Bosnia and Herzegovina,26,1,0,0.06,0,0,0
Ermin Mahmic,Bosnia and Herzegovina,49,1,0,0.05,0,0,1
Ernest Nuamah,Ghana,23,0,0,0.0,0,0,0
Ernest Nuamah,Ghana,67,0,1,0.0,0,1,2
Esmir Bajraktarevic,Bosnia and Herzegovina,3,0,0,0.0,0,1,0
Esmir Bajraktarevic,Bosnia and Herzegovina,26,0,0,0.0,0,0,0
Esmir Bajraktarevic,Bosnia and Herzegovina,49,0,0,0.05,0,0,2
Evann Guessand,Ivory Coast,34,0,0,0.0,0,0,0
Evidence Makgopa,South Africa,1,0,0,0.0,0,0,0
Evidence Makgopa,South Africa,25,0,0,0.11,0,1,0
Evidence Makgopa,South Africa,54,0,0,0.63,1,0,0
Exequiel Palacios,Argentina,72,0,0,0.0,0,0,0
Ezri Konsa,England,22,0,0,0.63,1,0,0
Ezri Konsa,England,46,0,0,0.0,0,0,0
Ezri Konsa,England,68,0,0,0.0,0,0,0
Fabian Rieder,Switzerland,5,0,0,0.05,0,0,1
Fabian Rieder,Switzerland,26,0,0,0.0,0,0,1
Fabián Ruiz,Spain,13,0,0,0.31,1,0,0
Fabián Ruiz,Spain,37,0,0,0.0,0,0,1
Fabián Ruiz,Spain,64,0,0,0.0,0,0,1
Fabinho,Brazil,6,0,0,0.0,0,0,0
Fabinho,Brazil,52,0,0,0.0,0,0,0
Facundo Medina,Argentina,19,0,0,0.0,0,0,0
Facundo Medina,Argentina,41,0,1,0.0,0,0,1
Farès Chaïbi,Algeria,19,0,0,0.08,0,1,1
Farès Chaïbi,Algeria,44,0,0,0.11,0,0,0
Farès Chaïbi,Algeria,71,0,0,0.18,0,1,0
Farès Ghedjemis,Algeria,71,0,0,0.0,0,0,0
Farrukh Sayfiev,Uzbekistan,24,0,0,0.0,0,0,1
Federico Valverde,Uruguay,15,0,0,0.07,0,2,0
Federico Valverde,Uruguay,39,0,0,0.53,0,2,0
Federico Valverde,Uruguay,64,0,0,0.0,0,0,1
Federico Viñas,Uruguay,15,0,0,0.5,1,0,0
Federico Viñas,Uruguay,39,0,0,0.0,0,1,0
Federico Viñas,Uruguay,64,0,0,0.08,0,0,0
Felix Nmecha,Germany,9,1,0,0.26,0,0,0
Felix Nmecha,Germany,34,0,1,0.06,0,0,2
Felix Nmecha,Germany,56,0,0,0.06,0,0,0
Felix Torres,Ecuador,56,0,0,0.0,0,0,0
Ferdi Kadioglu,Türkiye,8,0,0,0.04,0,0,5
Ferdi Kadioglu,Türkiye,32,0,0,0.0,0,0,4
Fernando Muslera,Uruguay,15,0,0,0.0,0,0,0
Fernando Muslera,Uruguay,39,0,0,0.0,0,0,0
Fernando Muslera,Uruguay,64,0,0,0.0,0,0,0
Ferran Torres,Spain,13,0,0,0.66,1,0,1
Ferran Torres,Spain,37,0,0,0.48,1,1,0
Ferran Torres,Spain,64,0,0,0.38,1,1,0
Fidel Escobar,Panama,68,0,0,0.0,0,0,1
Findlay Curtis,Scotland,7,0,0,0.0,0,0,0
Findlay Curtis,Scotland,52,0,0,0.0,0,0,0
Finn Surman,New Zealand,16,0,0,0.45,0,0,1
Finn Surman,New Zealand,40,1,0,0.13,0,0,0
Finn Surman,New Zealand,66,0,0,0.0,0,0,0
Firas Al-Buraikan,Saudi Arabia,15,0,0,0.0,0,0,0
Firas Al-Buraikan,Saudi Arabia,37,0,0,0.0,0,0,0
Firas Al-Buraikan,Saudi Arabia,63,0,0,0.0,0,0,2
Firas Chaouat,Tunisia,12,0,0,0.0,0,0,0
Firas Chaouat,Tunisia,36,0,0,0.0,0,0,0
Firas Chaouat,Tunisia,58,0,0,0.0,0,0,0
Fiston Mayele,DR Congo,70,1,0,0.59,0,0,0
Florian Grillitsch,Austria,71,0,0,0.0,0,0,0
Florian Wirtz,Germany,9,0,1,0.18,1,1,4
Florian Wirtz,Germany,34,0,0,0.36,1,3,2
Florian Wirtz,Germany,56,0,1,0.17,0,3,2
Folarin Balogun,USA,4,2,0,0.44,1,1,0
Folarin Balogun,USA,29,0,0,0.22,0,1,0
Francis De Vries,New Zealand,40,0,0,0.0,0,0,0
Francis De Vries,New Zealand,66,0,0,0.0,0,1,0
Francisco Conceição,Portugal,21,0,0,0.07,0,0,2
Francisco Conceição,Portugal,45,0,0,0.0,0,2,1
Francisco Trincão,Portugal,45,0,0,0.11,0,0,0
Franck Kessie,Ivory Coast,11,0,0,0.0,0,0,1
Franck Kessie,Ivory Coast,34,1,0,0.46,0,1,0
Franck Kessie,Ivory Coast,55,0,0,0.12,0,0,1
Frans Putros,Iraq,62,0,0,0.0,0,0,1
Frantzdy Pierrot,Haiti,7,0,0,0.65,1,0,1
Frantzdy Pierrot,Haiti,31,0,0,0.0,0,0,0
Frantzdy Pierrot,Haiti,51,0,0,0.0,0,0,2
Fredrik André Bjørkan,Norway,61,0,0,0.0,0,0,1
Fredrik Aursnes,Norway,18,0,0,0.0,0,0,0
Fredrik Aursnes,Norway,43,0,0,0.0,0,0,1
Fredrik Aursnes,Norway,61,0,0,0.04,0,1,1
Frenkie de Jong,Netherlands,10,0,0,0.0,0,1,1
Frenkie de Jong,Netherlands,33,0,0,0.0,0,0,0
Frenkie de Jong,Netherlands,58,0,0,0.11,0,0,1
Gabriel Avalos,Paraguay,32,0,0,0.0,0,0,0
Gabriel Avalos,Paraguay,59,0,0,0.05,0,0,0
Gabriel Gudmundsson,Sweden,12,0,0,0.0,0,0,0
Gabriel Gudmundsson,Sweden,33,0,0,0.0,0,1,1
Gabriel Gudmundsson,Sweden,57,0,0,0.0,0,0,0
Gabriel Magalhaes,Brazil,6,0,0,0.0,0,0,0
Gabriel Magalhaes,Brazil,31,0,0,0.0,0,0,0
Gabriel Magalhaes,Brazil,52,0,0,0.07,0,0,0
Gabriel Martinelli,Brazil,31,0,0,0.0,0,0,1
Gabriel Martinelli,Brazil,52,0,0,0.0,0,0,0
Garry Rodrigues,Cape Verde,39,0,0,0.0,0,1,0
Garry Rodrigues,Cape Verde,63,0,0,0.04,0,0,1
Gedeon Kalulu,DR Congo,21,0,0,0.0,0,0,0
Gervane Kastaneer,Curaçao,9,0,0,0.0,0,0,0
Gervane Kastaneer,Curaçao,35,0,0,0.0,0,0,0
Gervane Kastaneer,Curaçao,55,0,0,0.04,0,0,0
Gessime Yassine,Morocco,51,1,0,0.9,0,0,0
Ghislain Konan,Ivory Coast,11,0,0,0.06,0,1,1
Ghislain Konan,Ivory Coast,34,0,0,0.02,0,2,0
Gi-Hyuk Lee,South Korea,2,0,0,0.0,0,0,0
Gi-Hyuk Lee,South Korea,28,0,0,0.0,0,0,0
Gi-Hyuk Lee,South Korea,54,0,0,0.0,0,1,0
Gideon Mensah,Ghana,23,0,0,0.0,0,1,0
Gideon Mensah,Ghana,46,0,0,0.0,0,1,0
Gideon Mensah,Ghana,67,0,0,0.0,0,0,1
Gilberto Mora,Mexico,1,0,0,0.0,0,1,0
Gilberto Mora,Mexico,53,0,0,0.03,0,0,2
Gilson Tavares,Cape Verde,39,0,0,0.0,0,1,0
Giovani Lo Celso,Argentina,72,1,0,0.1,0,0,2
Giovanni Reyna,USA,4,1,0,0.08,0,0,0
Giovanni Reyna,USA,29,0,0,0.0,0,0,0
Giovanni Reyna,USA,60,0,0,0.09,0,1,0
Giuliano Simeone,Argentina,72,0,0,0.0,0,0,0
Godfried Roemeratoe,Curaçao,35,0,0,0.0,0,0,0
Gonçalo Ramos,Portugal,21,0,0,0.0,0,0,0
Gonzalo Montiel,Argentina,19,0,0,0.0,0,0,0
Gonzalo Plata,Ecuador,11,0,0,0.05,0,2,3
Gonzalo Plata,Ecuador,35,0,0,0.38,1,2,3
Gonzalo Plata,Ecuador,56,1,0,0.87,1,1,0
Granit Xhaka,Switzerland,5,0,0,0.05,0,0,2
Granit Xhaka,Switzerland,26,1,0,0.81,0,0,1
Granit Xhaka,Switzerland,50,0,0,0.04,0,0,0
Grant Hanley,Scotland,7,0,0,0.0,0,0,0
Grant Hanley,Scotland,30,0,0,0.0,0,0,0
Gregor Kobel,Switzerland,5,0,0,0.0,0,0,0
Gregor Kobel,Switzerland,26,0,0,0.0,0,0,0
Gregor Kobel,Switzerland,50,0,0,0.0,0,0,0
Gue-sung Cho,South Korea,28,0,0,0.5,1,0,0
Gue-sung Cho,South Korea,54,0,0,0.0,0,0,0
Guela Doue,Ivory Coast,11,0,0,0.0,0,0,2
Guela Doue,Ivory Coast,34,0,0,0.0,0,0,0
Guela Doue,Ivory Coast,55,0,0,0.0,0,0,0
Guillermo Martinez,Mexico,53,0,0,0.0,0,0,0
Guillermo Ochoa,Mexico,53,0,0,0.0,0,0,0
Guillermo Varela,Uruguay,15,0,0,0.04,0,0,2
Guillermo Varela,Uruguay,39,0,0,0.0,0,0,0
Guillermo Varela,Uruguay,64,0,0,0.0,0,0,0
Gustaf Lagerbielke,Sweden,12,0,0,0.0,0,0,1
Gustaf Lagerbielke,Sweden,33,0,0,0.05,0,1,0
Gustaf Lagerbielke,Sweden,57,0,0,0.1,0,1,0
Gustavo Gomez,Paraguay,4,0,0,0.0,0,0,0
Gustavo Gomez,Paraguay,32,0,0,0.05,0,0,0
Gustavo Gomez,Paraguay,59,0,0,0.0,0,0,0
Gustavo Puerta,Colombia,24,0,1,0.01,0,0,2
Gustavo Puerta,Colombia,48,0,0,0.15,0,2,0
Gustavo Puerta,Colombia,69,0,0,0.18,0,0,1
Gustavo Velazquez,Paraguay,4,0,0,0.0,0,0,0
Gustavo Velazquez,Paraguay,32,0,0,0.0,0,0,0
Gustavo Velazquez,Paraguay,59,0,0,0.0,0,0,0
Guus Til,Netherlands,33,0,0,0.0,0,0,0
Habib Diarra,Senegal,17,0,0,0.0,0,0,0
Habib Diarra,Senegal,62,1,0,0.53,0,0,1
Haji Wright,USA,29,0,0,0.0,0,0,0
Hakan Calhanoglu,Türkiye,8,0,0,0.17,0,0,4
Hakan Calhanoglu,Türkiye,32,0,0,0.25,1,0,3
Hamdy Fathy,Egypt,14,0,0,0.0,0,0,2
Hamdy Fathy,Egypt,40,0,0,0.0,0,0,0
Hamza Abdelkarim,Egypt,14,0,0,0.0,0,0,0
Hamza Abdelkarim,Egypt,40,0,0,0.0,0,0,0
Hamza Abdelkarim,Egypt,65,0,0,0.0,0,0,0
Han-Beom Lee,South Korea,2,0,0,0.04,0,0,0
Han-Beom Lee,South Korea,28,0,0,0.07,1,0,0
Han-Beom Lee,South Korea,54,0,0,0.0,0,0,0
Hannes Delcroix,Haiti,7,0,0,0.0,0,0,0
Hannes Delcroix,Haiti,31,0,0,0.0,0,0,0
Hannes Delcroix,Haiti,51,0,0,0.0,0,0,0
Hannibal Mejbri,Tunisia,12,0,1,0.03,0,2,3
Hannibal Mejbri,Tunisia,36,0,0,0.01,0,0,0
Hannibal Mejbri,Tunisia,58,0,1,0.02,0,1,2
Hans Vanaken,Belgium,14,0,0,0.0,0,0,0
Hans Vanaken,Belgium,38,0,0,0.15,0,1,0
Hans Vanaken,Belgium,66,0,1,0.15,0,0,7
Harry Kane,England,22,2,0,1.03,0,0,2
Harry Kane,England,46,0,0,0.47,1,1,0
Harry Kane,England,68,1,0,0.59,1,0,0
Harry Souttar,Australia,8,0,0,0.04,0,1,1
Harry Souttar,Australia,29,0,0,0.0,0,0,0
Harry Souttar,Australia,59,0,0,0.0,0,0,0
Hassan Al Haydos,Qatar,5,0,0,0.0,0,0,0
Hassan Al Haydos,Qatar,49,1,0,0.33,1,1,1
Hassan Altambakti,Saudi Arabia,15,0,0,0.0,0,0,0
Hassan Altambakti,Saudi Arabia,37,0,0,0.0,0,0,0
Hassan Altambakti,Saudi Arabia,63,0,0,0.0,0,0,0
Hazem Mastouri,Tunisia,58,1,0,0.14,0,1,2
Hélio Varela,Cape Verde,39,1,0,0.4,0,1,0
Hélio Varela,Cape Verde,63,0,0,0.0,0,1,1
Henrik Sælebakke Falchener,Norway,61,0,0,0.0,0,0,0
Hernan Galindez,Ecuador,11,0,0,0.0,0,0,0
Hernan Galindez,Ecuador,35,0,0,0.0,0,0,0
Hernan Galindez,Ecuador,56,0,0,0.0,0,0,0
Hicham Boudaoui,Algeria,19,0,0,0.0,0,1,1
Hicham Boudaoui,Algeria,44,0,0,0.0,0,0,0
Hiroki Ito,Japan,10,0,0,0.03,0,0,0
Hiroki Ito,Japan,36,0,0,0.0,0,0,1
Hiroki Ito,Japan,57,0,0,0.0,0,0,1
Homam Al-Amin,Qatar,5,0,0,0.01,0,0,0
Homam Al-Amin,Qatar,27,0,0,0.0,0,0,1
Hossam Abdelmaguid,Egypt,40,0,0,0.0,0,0,0
Hossein Kanaani,Iran,38,0,0,0.15,0,0,1
Hossein Kanaani,Iran,65,0,0,0.0,0,0,0
Houssem Aouar,Algeria,19,0,0,0.06,0,0,0
Houssem Aouar,Algeria,71,0,2,0.0,0,1,3
Husam Ali Mohammad Abudahab,Jordan,44,0,0,0.0,0,0,1
Husam Ali Mohammad Abudahab,Jordan,72,0,0,0.0,0,0,0
Hussein Ali,Iraq,18,0,0,0.03,0,0,0
Hussein Ali,Iraq,42,0,0,0.0,0,0,0
Hwang Hee-chan,South Korea,2,0,0,0.0,0,1,0
Hwang Hee-chan,South Korea,28,0,0,0.0,0,1,1
Hwang Hee-chan,South Korea,54,0,0,0.02,0,1,0
Hwang In-beom,South Korea,2,1,1,0.36,0,2,1
Hwang In-beom,South Korea,28,0,0,0.03,0,0,0
Hwang In-beom,South Korea,54,0,0,0.0,0,0,0
Hyeon-gyu Oh,South Korea,2,1,0,0.37,0,0,1
Hyeon-gyu Oh,South Korea,28,0,0,0.03,0,0,0
Hyeon-gyu Oh,South Korea,54,0,0,0.37,0,0,0
Ibrahim Adel,Egypt,14,0,0,0.0,0,0,0
Ibrahim Bayesh,Iraq,18,0,0,0.19,1,1,1
Ibrahim Bayesh,Iraq,42,0,0,0.0,0,0,0
Ibrahim Bayesh,Iraq,62,0,0,0.0,0,2,0
Ibrahim Maza,Algeria,19,0,0,0.04,0,2,0
Ibrahim Maza,Algeria,44,0,0,0.49,1,5,2
Ibrahim Maza,Algeria,71,0,0,0.6,1,6,1
Ibrahim Mbaye,Senegal,17,1,0,0.1,0,1,0
Ibrahim Mbaye,Senegal,43,0,0,0.04,0,1,2
Ibrahim Mbaye,Senegal,62,0,0,0.0,0,0,1
Ibrahim Sangare,Ivory Coast,11,0,0,0.0,0,0,0
Ibrahim Sangare,Ivory Coast,34,0,0,0.0,0,0,0
Ibrahim Sangare,Ivory Coast,55,0,1,0.0,0,0,1
Ibrahima Konaté,France,61,0,0,0.0,0,0,0
Idrissa Gana Gueye,Senegal,17,0,0,0.0,0,0,0
Idrissa Gana Gueye,Senegal,43,0,0,0.05,0,0,1
Idrissa Gana Gueye,Senegal,62,0,0,0.03,0,0,4
Igor Matanović,Croatia,22,0,0,0.01,0,0,0
Igor Matanović,Croatia,67,0,0,0.0,0,1,0
Igor Sergeev,Uzbekistan,24,0,0,0.0,0,0,0
Igor Sergeev,Uzbekistan,45,0,0,0.0,0,0,0
Igor Sergeev,Uzbekistan,70,0,0,0.0,0,0,0
Igor Thiago,Brazil,6,0,0,0.66,1,0,0
Iliman Ndiaye,Senegal,17,0,1,0.0,0,0,1
Iliman Ndiaye,Senegal,62,1,1,0.12,0,3,2
