PLAYER,POSITION,TEAM,GOALS,ASSISTS,xG,BCM,DRIBBLES,CHANCES_CREATED,TACKLES,RECOVERIES,SAVES
Dominique Simon,Midfielder,Haiti,0.0,0.0,0.03,0.0,0.0,1.0,2.0,4.0,0.0
Donyell Malen,Forward,Netherlands,0.0,0.0,0.28,0.0,4.0,4.0,0.0,8.0,0.0
Dostonbek Khamdamov,Forward,Uzbekistan,0.0,0.0,0.06,0.0,0.0,1.0,5.0,2.0,0.0
Douglas Santos,Defender,Brazil,0.0,0.0,0.14,1.0,1.0,1.0,10.0,11.0,0.0
Duckens Nazon,Forward,Haiti,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0
Dylan Bronn,Defender,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dzenis Burnic,Midfielder,Bosnia and Herzegovina,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Eberechi Eze,Forward,England,0.0,0.0,0.04,0.0,0.0,1.0,0.0,2.0,0.0
Edin Dzeko,Forward,Bosnia and Herzegovina,0.0,0.0,0.23,1.0,0.0,0.0,0.0,2.0,0.0
Edmilson Junior,Forward,Qatar,0.0,1.0,0.57,1.0,2.0,2.0,2.0,8.0,0.0
Edo Kayembe,Midfielder,DR Congo,0.0,0.0,0.05,0.0,2.0,1.0,2.0,6.0,0.0
Édouard Mendy,Goalkeeper,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0
Edson Alvarez,Midfielder,Mexico,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0
Egil Selvik,Goalkeeper,Norway,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0
Ehsan Haddad,Midfielder,Jordan,0.0,1.0,0.02,0.0,0.0,3.0,3.0,6.0,0.0
Ehsan Hajsafi,Defender,Iran,0.0,0.0,0.03,0.0,0.0,0.0,1.0,6.0,0.0
El Hadji Malick Diouf,Defender,Senegal,0.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,0.0
Eldor Shomurodov,Forward,Uzbekistan,1.0,0.0,0.25,0.0,1.0,4.0,6.0,9.0,0.0
Elias Achouri,Forward,Tunisia,0.0,0.0,0.09,0.0,0.0,0.0,2.0,5.0,0.0
Elias Saad,Forward,Tunisia,0.0,0.0,0.03,0.0,1.0,0.0,1.0,4.0,0.0
Elijah Just,Forward,New Zealand,3.0,0.0,0.51,0.0,4.0,1.0,6.0,16.0,0.0
Elisha Owusu,Midfielder,Ghana,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0
Elliot Anderson,Midfielder,England,0.0,1.0,0.19,0.0,2.0,1.0,7.0,20.0,0.0
Elliot Stroud,Midfielder,Sweden,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
Ellyes Skhiri,Midfielder,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0
Eloy Room,Goalkeeper,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0
Elye Wahi,Forward,Ivory Coast,0.0,0.0,0.75,3.0,0.0,0.0,1.0,0.0,0.0
Emam Ashour,Midfielder,Egypt,1.0,0.0,0.63,2.0,2.0,3.0,3.0,10.0,0.0
Emiliano Martínez,Goalkeeper,Argentina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0
Emmanuel Agbadou,Defender,Ivory Coast,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0
Endrick,Forward,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Enner Valencia,Forward,Ecuador,0.0,0.0,1.6,4.0,0.0,0.0,1.0,3.0,0.0
Enzo Fernández,Midfielder,Argentina,0.0,0.0,0.17,0.0,1.0,2.0,6.0,14.0,0.0
Eren Elmali,Defender,Türkiye,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,0.0
Éric Davis,Defender,Panama,0.0,0.0,0.01,0.0,0.0,0.0,1.0,1.0,0.0
Erik Lira,Defender,Mexico,0.0,1.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0
Erling Haaland,Forward,Norway,4.0,0.0,2.69,3.0,1.0,3.0,0.0,2.0,0.0
Ermedin Demirovic,Forward,Bosnia and Herzegovina,0.0,0.0,0.04,1.0,1.0,0.0,4.0,7.0,0.0
Ermin Mahmic,Midfielder,Bosnia and Herzegovina,2.0,0.0,0.11,0.0,0.0,1.0,1.0,0.0,0.0
Ernest Nuamah,Forward,Ghana,0.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0
Esmir Bajraktarevic,Forward,Bosnia and Herzegovina,0.0,0.0,0.05,0.0,1.0,2.0,0.0,9.0,0.0
Evann Guessand,Forward,Ivory Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Evidence Makgopa,Forward,South Africa,0.0,0.0,0.74,1.0,1.0,0.0,4.0,4.0,0.0
Exequiel Palacios,Midfielder,Argentina,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
Ezri Konsa,Defender,England,0.0,0.0,0.63,1.0,0.0,0.0,2.0,5.0,0.0
Fabian Rieder,Forward,Switzerland,0.0,0.0,0.05,0.0,0.0,2.0,3.0,1.0,0.0
Fabián Ruiz,Midfielder,Spain,0.0,0.0,0.31,1.0,0.0,2.0,1.0,7.0,0.0
Fabinho,Midfielder,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Facundo Medina,Defender,Argentina,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0
Farès Chaïbi,Midfielder,Algeria,0.0,0.0,0.37,0.0,2.0,1.0,5.0,13.0,0.0
Farès Ghedjemis,Forward,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farrukh Sayfiev,Defender,Uzbekistan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Federico Valverde,Midfielder,Uruguay,0.0,0.0,0.6,0.0,4.0,1.0,3.0,10.0,0.0
Federico Viñas,Forward,Uruguay,0.0,0.0,0.58,1.0,1.0,0.0,2.0,6.0,0.0
Felix Nmecha,Midfielder,Germany,1.0,1.0,0.38,0.0,0.0,2.0,12.0,8.0,0.0
Felix Torres,Defender,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferdi Kadioglu,Defender,Türkiye,0.0,0.0,0.04,0.0,0.0,9.0,2.0,7.0,0.0
Fernando Muslera,Goalkeeper,Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0
Ferran Torres,Forward,Spain,0.0,0.0,1.52,3.0,2.0,1.0,0.0,6.0,0.0
Fidel Escobar,Defender,Panama,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Findlay Curtis,Midfielder,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finn Surman,Defender,New Zealand,1.0,0.0,0.58,0.0,0.0,1.0,3.0,10.0,0.0
Firas Al-Buraikan,Forward,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0
Firas Chaouat,Forward,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Fiston Mayele,Forward,DR Congo,1.0,0.0,0.59,0.0,0.0,0.0,0.0,2.0,0.0
Florian Grillitsch,Midfielder,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Florian Wirtz,Midfielder,Germany,0.0,2.0,0.71,2.0,7.0,8.0,5.0,21.0,0.0
Folarin Balogun,Forward,USA,2.0,0.0,0.66,1.0,2.0,0.0,0.0,1.0,0.0
Francis De Vries,Defender,New Zealand,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Francisco Conceição,Forward,Portugal,0.0,0.0,0.07,0.0,2.0,3.0,3.0,6.0,0.0
Francisco Trincão,Forward,Portugal,0.0,0.0,0.11,0.0,0.0,0.0,1.0,3.0,0.0
Franck Kessie,Midfielder,Ivory Coast,1.0,0.0,0.58,0.0,1.0,2.0,3.0,14.0,0.0
Frans Putros,Defender,Iraq,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Frantzdy Pierrot,Forward,Haiti,0.0,0.0,0.65,1.0,0.0,3.0,0.0,1.0,0.0
Fredrik André Bjørkan,Defender,Norway,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
Fredrik Aursnes,Midfielder,Norway,0.0,0.0,0.04,0.0,1.0,2.0,8.0,5.0,0.0
Frenkie de Jong,Midfielder,Netherlands,0.0,0.0,0.11,0.0,1.0,2.0,7.0,13.0,0.0
Gabriel Avalos,Forward,Paraguay,0.0,0.0,0.05,0.0,0.0,0.0,2.0,2.0,0.0
Gabriel Gudmundsson,Defender,Sweden,0.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0
Gabriel Magalhaes,Defender,Brazil,0.0,0.0,0.07,0.0,0.0,0.0,3.0,12.0,0.0
Gabriel Martinelli,Forward,Brazil,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Garry Rodrigues,Forward,Cape Verde,0.0,0.0,0.04,0.0,1.0,1.0,2.0,2.0,0.0
Gedeon Kalulu,Defender,DR Congo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gervane Kastaneer,Forward,Curaçao,0.0,0.0,0.04,0.0,0.0,0.0,1.0,1.0,0.0
Gessime Yassine,Midfielder,Morocco,1.0,0.0,0.9,0.0,0.0,0.0,1.0,2.0,0.0
Ghislain Konan,Defender,Ivory Coast,0.0,0.0,0.08,0.0,3.0,1.0,1.0,7.0,0.0
Gi-Hyuk Lee,Defender,South Korea,0.0,0.0,0.0,0.0,1.0,0.0,4.0,14.0,0.0
Gideon Mensah,Defender,Ghana,0.0,0.0,0.0,0.0,2.0,1.0,6.0,10.0,0.0
Gilberto Mora,Midfielder,Mexico,0.0,0.0,0.03,0.0,1.0,2.0,0.0,1.0,0.0
Gilson Tavares,Forward,Cape Verde,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
Giovani Lo Celso,Midfielder,Argentina,1.0,0.0,0.1,0.0,0.0,2.0,1.0,4.0,0.0
Giovanni Reyna,Midfielder,USA,1.0,0.0,0.17,0.0,1.0,0.0,0.0,3.0,0.0
Giuliano Simeone,Midfielder,Argentina,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Godfried Roemeratoe,Midfielder,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Gonçalo Ramos,Forward,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Montiel,Defender,Argentina,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Gonzalo Plata,Forward,Ecuador,1.0,0.0,1.3,2.0,5.0,6.0,8.0,19.0,0.0
Granit Xhaka,Midfielder,Switzerland,1.0,0.0,0.9,0.0,0.0,3.0,3.0,24.0,0.0
Grant Hanley,Defender,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Gregor Kobel,Goalkeeper,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0
Gue-sung Cho,Forward,South Korea,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0
Guela Doue,Defender,Ivory Coast,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,0.0
Guillermo Martinez,Forward,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Guillermo Ochoa,Goalkeeper,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Varela,Defender,Uruguay,0.0,0.0,0.04,0.0,0.0,2.0,2.0,3.0,0.0
Gustaf Lagerbielke,Defender,Sweden,0.0,0.0,0.15,0.0,2.0,1.0,11.0,8.0,0.0
Gustavo Gomez,Defender,Paraguay,0.0,0.0,0.05,0.0,0.0,0.0,3.0,2.0,0.0
Gustavo Puerta,Midfielder,Colombia,0.0,1.0,0.34,0.0,2.0,3.0,2.0,10.0,0.0
Gustavo Velazquez,Defender,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Guus Til,Midfielder,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Habib Diarra,Midfielder,Senegal,1.0,0.0,0.53,0.0,0.0,1.0,2.0,4.0,0.0
Haji Wright,Forward,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakan Calhanoglu,Midfielder,Türkiye,0.0,0.0,0.42,1.0,0.0,7.0,4.0,13.0,0.0
Hamdy Fathy,Midfielder,Egypt,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0
Hamza Abdelkarim,Forward,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Han-Beom Lee,Defender,South Korea,0.0,0.0,0.11,1.0,0.0,0.0,4.0,8.0,0.0
Hannes Delcroix,Defender,Haiti,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0
Hannibal Mejbri,Midfielder,Tunisia,0.0,2.0,0.06,0.0,3.0,5.0,7.0,13.0,0.0
Hans Vanaken,Midfielder,Belgium,0.0,1.0,0.3,0.0,1.0,7.0,0.0,6.0,0.0
Harry Kane,Forward,England,3.0,0.0,2.09,2.0,1.0,2.0,1.0,7.0,0.0
Harry Souttar,Defender,Australia,0.0,0.0,0.04,0.0,1.0,1.0,2.0,4.0,0.0
Hassan Al Haydos,Forward,Qatar,1.0,0.0,0.33,1.0,1.0,1.0,0.0,1.0,0.0
Hassan Altambakti,Defender,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
Hazem Mastouri,Forward,Tunisia,1.0,0.0,0.14,0.0,1.0,2.0,0.0,5.0,0.0
Hélio Varela,Forward,Cape Verde,1.0,0.0,0.4,0.0,2.0,1.0,0.0,2.0,0.0
Henrik Sælebakke Falchener,Defender,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Hernan Galindez,Goalkeeper,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0
Hicham Boudaoui,Midfielder,Algeria,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0
Hiroki Ito,Defender,Japan,0.0,0.0,0.03,0.0,0.0,2.0,4.0,6.0,0.0
Homam Al-Amin,Defender,Qatar,0.0,0.0,0.01,0.0,0.0,1.0,1.0,0.0,0.0
Hossam Abdelmaguid,Defender,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hossein Kanaani,Defender,Iran,0.0,0.0,0.15,0.0,0.0,1.0,1.0,1.0,0.0
Houssem Aouar,Midfielder,Algeria,0.0,2.0,0.06,0.0,1.0,3.0,2.0,4.0,0.0
Husam Ali Mohammad Abudahab,Defender,Jordan,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0
Hussein Ali,Defender,Iraq,0.0,0.0,0.03,0.0,0.0,0.0,2.0,0.0,0.0
Hwang Hee-chan,Forward,South Korea,0.0,0.0,0.02,0.0,3.0,1.0,1.0,4.0,0.0
Hwang In-beom,Midfielder,South Korea,1.0,1.0,0.39,0.0,2.0,1.0,3.0,6.0,0.0
Hyeon-gyu Oh,Forward,South Korea,1.0,0.0,0.77,0.0,0.0,1.0,0.0,1.0,0.0
Ibrahim Adel,Forward,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ibrahim Bayesh,Midfielder,Iraq,0.0,0.0,0.19,1.0,3.0,1.0,6.0,13.0,0.0
Ibrahim Maza,Forward,Algeria,0.0,0.0,1.13,2.0,13.0,3.0,2.0,4.0,0.0
Ibrahim Mbaye,Forward,Senegal,1.0,0.0,0.14,0.0,2.0,3.0,0.0,5.0,0.0
Ibrahim Sangare,Midfielder,Ivory Coast,0.0,1.0,0.0,0.0,0.0,1.0,10.0,7.0,0.0
Ibrahima Konaté,Defender,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idrissa Gana Gueye,Midfielder,Senegal,0.0,0.0,0.08,0.0,0.0,5.0,6.0,10.0,0.0
Igor Matanović,Forward,Croatia,0.0,0.0,0.01,0.0,1.0,0.0,0.0,2.0,0.0
Igor Sergeev,Forward,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Igor Thiago,Forward,Brazil,0.0,0.0,0.66,1.0,0.0,0.0,2.0,2.0,0.0
Iliman Ndiaye,Forward,Senegal,1.0,2.0,0.12,0.0,3.0,3.0,0.0,3.0,0.0
Ime Okon,Defender,South Africa,0.0,0.0,0.0,0.0,1.0,2.0,3.0,15.0,0.0
Iñaki Williams,Forward,Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Iqraam Rayners,Forward,South Africa,0.0,0.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0
Irfan Can Kahveci,Midfielder,Türkiye,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Isak Hien,Defender,Sweden,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0
Isidro Pitta,Forward,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ismael Díaz,Forward,Panama,0.0,0.0,0.56,1.0,1.0,0.0,1.0,2.0,0.0
Ismael Gharbi,Midfielder,Tunisia,0.0,0.0,0.22,0.0,0.0,0.0,4.0,5.0,0.0
Ismael Kone,Midfielder,Canada,0.0,0.0,0.07,0.0,1.0,1.0,2.0,10.0,0.0
Ismael Saibari,Forward,Morocco,3.0,0.0,1.75,3.0,2.0,2.0,3.0,6.0,0.0
Ismail Jakobs,Defender,Senegal,0.0,0.0,0.06,0.0,0.0,2.0,3.0,5.0,0.0
Ismail Yuksek,Midfielder,Türkiye,0.0,0.0,0.23,0.0,3.0,0.0,7.0,5.0,0.0
Ismaïla Sarr,Forward,Senegal,3.0,1.0,2.1,2.0,2.0,3.0,1.0,5.0,0.0
Israel Reyes,Defender,Mexico,0.0,0.0,0.04,0.0,0.0,2.0,1.0,5.0,0.0
Issa Diop,Defender,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Issa Laye,Defender,Qatar,0.0,0.0,0.08,0.0,0.0,1.0,3.0,8.0,0.0
Ivan Basic,Midfielder,Bosnia and Herzegovina,0.0,1.0,0.12,0.0,2.0,6.0,1.0,8.0,0.0
Ivan Perišić,Forward,Croatia,0.0,1.0,0.02,0.0,0.0,5.0,6.0,10.0,0.0
Ivan Sunjic,Midfielder,Bosnia and Herzegovina,0.0,0.0,0.03,0.0,0.0,2.0,3.0,5.0,0.0
Jack Hendry,Defender,Scotland,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
Jackson Irvine,Midfielder,Australia,0.0,0.0,0.15,0.0,1.0,0.0,2.0,4.0,0.0
Jackson Porozo,Defender,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Italiano,Midfielder,Australia,0.0,0.0,0.02,0.0,3.0,1.0,4.0,4.0,0.0
Jacob Shaffelburg,Forward,Canada,0.0,0.0,0.09,0.0,0.0,4.0,1.0,7.0,0.0
Jacob Widell Zetterstrom,Goalkeeper,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0
Jae-sung Lee,Forward,South Korea,0.0,0.0,0.45,1.0,0.0,3.0,4.0,6.0,0.0
Jakhongir Urozov,Defender,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jalal Hassan,Goalkeeper,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0
Jamal Musiala,Midfielder,Germany,1.0,0.0,0.38,0.0,9.0,4.0,7.0,9.0,0.0
James Rodríguez,Midfielder,Colombia,0.0,0.0,0.28,0.0,2.0,10.0,1.0,3.0,0.0
Jamie Leweling,Forward,Germany,0.0,0.0,0.02,0.0,0.0,0.0,0.0,4.0,0.0
Jaminton Campaz,Forward,Colombia,1.0,0.0,0.2,0.0,1.0,0.0,1.0,2.0,0.0
Jamiro Monteiro,Midfielder,Cape Verde,0.0,0.0,0.21,0.0,0.0,2.0,3.0,8.0,0.0
Jamshid Iskandarov,Midfielder,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Paul van Hecke,Defender,Netherlands,1.0,0.0,0.24,0.0,0.0,1.0,5.0,12.0,0.0
Jaouen Hadjam,Defender,Algeria,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0
Jarell Quansah,Defender,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Jaroslav Zeleny,Defender,Czechia,0.0,0.0,0.01,0.0,2.0,0.0,0.0,5.0,0.0
Jason Geria,Defender,Australia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Jassem Gaber Abdulsallam,Midfielder,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Jayden Adams,Midfielder,South Africa,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
Jean Michael Seri,Midfielder,Ivory Coast,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jean-Kevin Duverne,Defender,Haiti,0.0,1.0,0.02,0.0,1.0,2.0,6.0,4.0,0.0
Jean-Philippe Mateta,Forward,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Ricner Bellegarde,Forward,Haiti,0.0,0.0,0.28,0.0,2.0,3.0,2.0,15.0,0.0
Jearl Margaritha,Forward,Curaçao,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0
Jefferson Lerma,Midfielder,Colombia,0.0,0.0,0.23,0.0,0.0,2.0,0.0,12.0,0.0
Jens Castrop,Midfielder,South Korea,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Jens Petter Hauge,Forward,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Antonisse,Forward,Curaçao,0.0,0.0,0.05,0.0,1.0,2.0,2.0,6.0,0.0
Jeremy Doku,Forward,Belgium,0.0,0.0,0.26,0.0,5.0,3.0,0.0,7.0,0.0
Jerome Opoku,Defender,Ghana,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0
Jesper Karlstrom,Midfielder,Sweden,0.0,0.0,0.08,0.0,1.0,2.0,3.0,4.0,0.0
Jesse Randall,Midfielder,New Zealand,0.0,0.0,0.01,0.0,1.0,2.0,0.0,3.0,0.0
Jesus Gallardo,Defender,Mexico,0.0,0.0,0.09,0.0,1.0,0.0,2.0,6.0,0.0
Jhon Arias,Forward,Colombia,0.0,0.0,0.43,0.0,3.0,7.0,8.0,11.0,0.0
Jhon Córdoba,Forward,Colombia,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0
Jhon Lucumí,Defender,Colombia,0.0,0.0,0.05,0.0,0.0,0.0,1.0,13.0,0.0
Ji-sung Eom,Forward,South Korea,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
Jin-gyu Kim,Midfielder,South Korea,0.0,0.0,0.06,0.0,0.0,1.0,1.0,5.0,0.0
Jin-seob Park,Midfielder,South Korea,0.0,0.0,0.36,1.0,0.0,0.0,0.0,2.0,0.0
Jiovany Ramos,Defender,Panama,0.0,0.0,0.11,0.0,3.0,0.0,7.0,3.0,0.0
João Cancelo,Defender,Portugal,0.0,1.0,0.03,0.0,3.0,2.0,2.0,10.0,0.0
João Félix,Forward,Portugal,0.0,0.0,0.79,3.0,4.0,0.0,4.0,5.0,0.0
João Neves,Midfielder,Portugal,1.0,0.0,0.05,0.0,0.0,1.0,4.0,10.0,0.0
João Paulo,Midfielder,Cape Verde,0.0,0.0,0.08,0.0,1.0,0.0,2.0,6.0,0.0
Joe Bell,Midfielder,New Zealand,0.0,0.0,0.02,0.0,2.0,1.0,5.0,13.0,0.0
Joe Scally,Defender,USA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
Joel Ordonez,Defender,Ecuador,0.0,0.0,0.2,0.0,1.0,0.0,5.0,4.0,0.0
Johan Manzambi,Midfielder,Switzerland,3.0,1.0,0.77,1.0,2.0,2.0,0.0,4.0,0.0
Johan Mojica,Defender,Colombia,0.0,0.0,0.04,0.0,0.0,1.0,2.0,5.0,0.0
Johan Vasquez,Defender,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
John McGinn,Midfielder,Scotland,1.0,0.0,0.39,2.0,2.0,3.0,0.0,8.0,0.0
John Stones,Defender,England,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
John Yeboah,Forward,Ecuador,0.0,0.0,0.3,0.0,5.0,7.0,2.0,8.0,0.0
Johny Placide,Goalkeeper,Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0
Jonas Adjei Adjetey,Defender,Ghana,0.0,0.0,0.13,0.0,0.0,1.0,4.0,5.0,0.0
Jonathan David,Forward,Canada,3.0,0.0,2.59,1.0,0.0,2.0,1.0,2.0,0.0
Jonathan Osorio,Midfielder,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Tah,Defender,Germany,0.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0,0.0
Jordan Ayew,Forward,Ghana,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0
Jordan Bos,Defender,Australia,0.0,0.0,0.25,0.0,7.0,4.0,4.0,12.0,0.0
Jordan Henderson,Midfielder,England,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jordan Pickford,Goalkeeper,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0
Jordy Alcivar,Midfielder,Ecuador,0.0,0.0,0.04,0.0,0.0,0.0,1.0,6.0,0.0
Jordy Caicedo,Forward,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Jorge Gutiérrez,Defender,Panama,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
Jorge Sanchez,Defender,Mexico,0.0,1.0,0.03,0.0,2.0,3.0,2.0,7.0,0.0
Jørgen Strand Larsen,Forward,Norway,0.0,0.0,1.04,2.0,1.0,2.0,0.0,1.0,0.0
Joris Kayembe,Defender,DR Congo,0.0,0.0,0.02,0.0,0.0,2.0,4.0,4.0,0.0
Jose Canale,Defender,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
José Córdoba,Defender,Panama,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.0,0.0
José Fajardo,Forward,Panama,0.0,0.0,0.2,1.0,0.0,0.0,3.0,4.0,0.0
José Luis Rodríguez,Forward,Panama,0.0,0.0,0.14,0.0,1.0,1.0,4.0,14.0,0.0
José Manuel López,Forward,Argentina,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0
Joshua Brenet,Defender,Curaçao,0.0,0.0,0.0,0.0,2.0,1.0,8.0,8.0,0.0
Joshua Kimmich,Defender,Germany,0.0,2.0,0.0,0.0,0.0,8.0,5.0,8.0,0.0
Josip Stanišić,Defender,Croatia,0.0,1.0,0.0,0.0,2.0,2.0,3.0,11.0,0.0
Josip Šutalo,Defender,Croatia,0.0,0.0,0.17,0.0,2.0,0.0,3.0,11.0,0.0
Joško Gvardiol,Defender,Croatia,0.0,0.0,0.2,1.0,0.0,0.0,3.0,8.0,0.0
Josue Casimir,Forward,Haiti,0.0,0.0,0.01,0.0,3.0,1.0,0.0,3.0,0.0
